id,frame,x [nm],y [nm],z [nm],uncertainty [nm],centroid [nm],cluster_label
152.0,1.0,6305.2718259693065,14519.025175355233,513.0433163530656,14.148,672.32,2351.0
153.0,1.0,9439.535440219364,20017.10631400156,579.0967284965482,8.1613,672.32,2406.0
154.0,1.0,18364.68975094061,17909.480342237075,925.4709043379626,7.2251,672.32,1153.0
155.0,1.0,15949.510558804825,14067.882267590325,470.98009706157603,7.5153,672.32,679.0
156.0,1.0,15653.207255449235,19789.533854280508,311.8619283494794,15.34,672.32,2568.0
157.0,1.0,15966.380561886348,22270.002017514715,244.65500587967097,24.219,672.32,2450.0
158.0,1.0,11744.236190210153,19207.757224261088,694.5132716176466,34.528,672.32,1163.0
159.0,1.0,12521.187736552884,13970.37061406947,268.7708602189167,18.913,672.32,1156.0
160.0,1.0,11480.233882269804,25774.09517157274,62.96235216312522,18.546,672.32,86.0
161.0,1.0,2525.6409053348734,17550.231131762124,708.5477940418301,7.2916,672.32,2237.0
162.0,1.0,15420.270646860596,28411.54352396666,478.48953737052614,35.469,672.32,1446.0
163.0,1.0,17862.554715359605,21440.157336488686,670.9642166619373,17.089,672.32,2122.0
164.0,1.0,14310.512377979156,26096.72476749494,423.0,26.216,672.32,-1.0
165.0,1.0,19496.409931909042,17055.938037539832,252.68538591501954,20.114,672.32,326.0
166.0,1.0,9001.64948927697,17066.38431904355,709.0,18.143,672.32,-1.0
167.0,1.0,15037.43300986949,23107.147851995876,596.0,19.51,672.32,-1.0
168.0,1.0,21057.98458688808,25059.004780893745,578.0,14.297,672.32,-1.0
169.0,1.0,7833.9308587456835,19337.899119517202,723.6654597139155,8.4375,672.32,1354.0
170.0,1.0,21561.040110180296,22152.64736729442,773.0,22.841,672.32,-1.0
171.0,1.0,16954.256862382554,27014.571701318047,553.0,9.1562,672.32,-1.0
172.0,1.0,19640.200365579247,27660.220305220453,750.7669740030323,12.149,672.32,1223.0
173.0,1.0,16859.705064386402,14559.000723112595,690.0,13.679,672.32,-1.0
174.0,1.0,6661.958590003239,16148.289050203937,609.8156567624244,15.807,672.32,1642.0
175.0,1.0,13893.401960732243,15884.212178652462,404.0,8.9648,672.32,-1.0
176.0,1.0,3328.4082850705804,20282.9619809637,566.0103925231249,13.797,672.32,1009.0
177.0,1.0,18359.287268901968,21931.00339791861,836.1702473602895,13.024,672.32,2070.0
178.0,1.0,13937.517783246847,27807.180093916526,581.3209379078679,14.236,672.32,1478.0
179.0,1.0,14447.735821484743,17678.290295567418,524.3827616409044,12.764,672.32,979.0
180.0,1.0,17949.146013369107,27464.38679483752,559.0,6.9245,672.32,-1.0
181.0,1.0,6710.448932239663,15514.261100761056,531.6076932552114,13.024,672.32,2194.0
182.0,1.0,5993.6466944843705,16945.930871026772,711.0,16.687,672.32,-1.0
183.0,1.0,6262.022816236265,19864.708706963367,853.7595599153882,18.265,672.32,1279.0
184.0,1.0,6688.3474854671285,19463.169477948268,723.3345465483367,17.392,672.32,46.0
185.0,1.0,12095.018192730142,19071.89440109519,402.0,9.3014,672.32,-1.0
186.0,1.0,18413.83981637635,21517.882425015276,1056.6108510102817,11.568,672.32,1924.0
187.0,1.0,13529.582157072966,15681.780391717602,496.4135308176676,7.4311,672.32,440.0
188.0,1.0,23197.67068254909,22624.027762789934,557.0,10.113,672.32,-1.0
189.0,1.0,7857.056545425922,20763.11392006989,581.0,11.669,672.32,-1.0
190.0,1.0,18480.381220074447,23343.06689902859,495.78740637889393,9.6813,672.32,984.0
191.0,1.0,20080.308820185102,22720.679503312633,300.46569275347423,12.105,672.32,624.0
192.0,1.0,21329.40881313141,18465.708259048064,478.0,25.889,672.32,-1.0
193.0,1.0,6110.186951822837,22801.836170036506,518.0,13.009,672.32,-1.0
194.0,1.0,14677.910036246258,13836.318241286863,624.7031868348181,12.466,672.32,387.0
195.0,1.0,18071.509891352347,17107.807063453874,825.285343723069,8.036,672.32,60.0
196.0,1.0,18438.677476672015,19569.895419890992,873.5443192872068,6.5608,672.32,1187.0
197.0,1.0,11856.339923328185,16723.323353535936,886.9664856135537,8.814,672.32,2397.0
198.0,1.0,15128.689406168101,21421.389580654846,485.0,13.233,672.32,-1.0
199.0,1.0,7747.685220195024,14532.936363474955,259.23126293495983,23.68,672.32,1812.0
200.0,1.0,22285.567113404006,19175.441963317862,549.0,10.81,672.32,-1.0
201.0,1.0,4964.876228372745,21261.058162326888,659.6429204824987,7.8629,672.32,1985.0
202.0,1.0,16456.7941019794,25194.544780285494,852.9865787438623,8.2688,672.32,2163.0
203.0,1.0,19996.533009188974,21077.309645334164,489.0,25.86,672.32,-1.0
204.0,1.0,8008.738449235815,20783.804092851286,679.0,22.17,672.32,-1.0
205.0,1.0,17977.339015708072,21371.689822951474,749.6636353365683,12.591,672.32,2127.0
206.0,1.0,4332.300539714741,20652.049638502314,675.0,14.74,672.32,-1.0
207.0,1.0,10445.58585350406,24943.79909764004,233.0,15.805,672.32,-1.0
208.0,1.0,6668.454914732125,16685.835696693175,224.0,19.508,672.32,-1.0
209.0,1.0,13826.726620752994,22899.124787894736,608.1697519400088,22.087,672.32,1490.0
210.0,1.0,12084.33493128394,22882.85486446105,713.6981459398386,12.653,672.32,2432.0
211.0,1.0,19991.909621072948,25522.84186324261,987.4688723765759,15.08,672.32,653.0
212.0,1.0,15396.833960318803,17813.108026012356,654.0,10.59,672.32,-1.0
213.0,1.0,7169.008143902405,22382.310958084647,774.4646907708841,7.5606,672.32,23.0
214.0,1.0,12905.679939122912,16834.41532925264,-115.85475821745342,14.854,672.32,2328.0
215.0,1.0,7532.004387813572,19169.48075133787,650.0,7.237,672.32,-1.0
216.0,1.0,9185.478310075183,15196.668292078135,597.7185459745656,17.969,672.32,2487.0
217.0,1.0,6367.895728473602,23184.551284616628,1149.7928998988164,9.2084,672.32,2326.0
218.0,1.0,7106.413154038673,14993.178298443327,824.3896854503664,9.2766,672.32,2543.0
219.0,1.0,6870.504057820373,21658.73881584542,549.0,12.577,672.32,-1.0
220.0,1.0,4480.992643304389,21439.511586299195,-38.984793130726814,14.693,672.32,754.0
221.0,1.0,6162.627204355899,15510.719090330782,241.2778407430806,13.419,672.32,2606.0
222.0,1.0,11299.562660003801,18524.13809348228,904.0,10.943,672.32,-1.0
223.0,1.0,16114.646222724277,22406.69582521586,726.5366440559146,10.487,672.32,2450.0
224.0,1.0,14653.39010324576,17545.23165056265,442.3888987324711,12.745,672.32,979.0
225.0,1.0,11917.813237412796,22973.853833409743,703.5386392259543,10.905,672.32,2428.0
226.0,1.0,10206.830496276285,18890.364497110968,81.11787566045882,13.235,672.32,241.0
227.0,1.0,12406.949207501186,20612.90513312849,311.4575664043466,28.988,672.32,1431.0
228.0,1.0,14217.223632936772,19684.728351742335,644.5310644389906,6.2952,672.32,1515.0
229.0,1.0,12370.525545646626,23927.380342960518,330.64056002257746,13.431,672.32,213.0
230.0,1.0,4307.919568921644,17625.250805252024,747.6274164355183,6.87,672.32,1744.0
231.0,1.0,6599.856964300629,20617.257048180607,578.556469090297,15.138,672.32,2219.0
232.0,1.0,3885.2461185131015,20788.10902049491,437.75580631451004,11.023,672.32,2555.0
233.0,1.0,5940.51286166368,21787.120861431787,197.0,19.765,672.32,-1.0
234.0,1.0,9182.790393879299,19114.48181376773,663.0,11.273,672.32,-1.0
235.0,1.0,10756.840602487491,25243.617473760838,212.08736093173843,13.03,672.32,898.0
236.0,1.0,12903.456904686202,20970.292853999177,873.6788278834122,7.5964,672.32,285.0
237.0,1.0,4581.742180899129,21339.024097343514,917.8017824503358,11.841,672.32,1981.0
238.0,1.0,18021.94821616411,18601.905886730907,790.0,12.855,672.32,-1.0
239.0,1.0,13619.474862900885,23976.03338465785,987.0,6.1671,672.32,-1.0
240.0,1.0,8875.542455410241,15543.420066232267,532.5333628845826,10.665,672.32,2260.0
241.0,1.0,7624.818360432897,21796.181844798797,864.9060152937816,7.2583,672.32,1947.0
242.0,1.0,13387.76605375831,26603.81906995814,734.673235387452,17.961,672.32,1125.0
243.0,1.0,16916.619362211302,17664.341502744253,567.0,19.849,672.32,-1.0
244.0,1.0,17114.377547227457,28739.45901395523,-138.9509597037062,30.477,672.32,125.0
245.0,1.0,9156.636806256198,16964.5487307422,142.8303371779399,12.478,672.32,2473.0
246.0,1.0,13979.843922199707,25335.55797019568,572.5496673532191,18.193,672.32,92.0
247.0,1.0,8507.677441457028,21719.91161326613,627.0,10.537,672.32,-1.0
248.0,1.0,22039.38813102447,21916.68639168097,459.62660186902644,17.181,672.32,1510.0
249.0,1.0,20509.105423128967,20544.799221981964,591.0,17.017,672.32,-1.0
250.0,1.0,19305.20860066199,23877.76776220493,535.6544099490065,8.509,672.32,706.0
251.0,1.0,14830.565560294775,28650.882750934863,155.80455965224024,18.78,672.32,36.0
252.0,1.0,6255.654438389353,22688.853508256783,377.2874102588759,10.855,672.32,2322.0
253.0,1.0,16054.722705168353,14402.217807399098,872.3173748009399,14.437,672.32,677.0
254.0,1.0,12135.65033789045,18467.51017481581,775.0,16.776,672.32,-1.0
255.0,1.0,18730.105329748243,25572.50465401002,705.4070079196446,13.601,672.32,2281.0
256.0,1.0,8841.20979114017,24229.420998635745,750.0,10.963,672.32,-1.0
257.0,1.0,17867.68132055346,26924.190821344993,440.2609913854301,11.825,672.32,1531.0
258.0,1.0,18622.845464515744,25130.358485622477,832.5754321093019,11.927,672.32,1253.0
259.0,1.0,13020.727142764774,21230.52252819843,729.0,15.304,672.32,-1.0
260.0,1.0,3478.0130071282542,18601.28145058633,774.6244484738409,16.776,672.32,128.0
261.0,1.0,6026.657478879447,14620.435719088793,465.0,7.8391,672.32,-1.0
262.0,1.0,19651.61634212484,21976.05322145437,446.294142899309,12.308,672.32,714.0
263.0,1.0,15153.12893845163,24424.711793960352,896.3935523395148,19.622,672.32,2056.0
264.0,1.0,20125.558013587815,27136.082798032243,873.0,9.144,672.32,-1.0
265.0,1.0,21220.263148568854,24059.422842995897,533.3418288625991,10.665,672.32,1525.0
266.0,1.0,6985.9837472136105,17485.22243800472,589.2608232106091,9.6173,672.32,730.0
267.0,1.0,22072.01626960545,20952.307391614442,627.0,10.847,672.32,-1.0
268.0,1.0,13352.147975507494,22087.230729480594,470.0,17.825,672.32,-1.0
269.0,1.0,15537.799207053333,26353.88759049499,452.0,29.389,672.32,-1.0
270.0,1.0,3027.8105024954602,19219.391877436385,527.0,11.036,672.32,-1.0
271.0,1.0,18791.982744920413,16860.561086629557,446.5972996257147,9.9588,672.32,2090.0
272.0,1.0,7640.333907722096,21986.152035196363,529.0,33.33,672.32,-1.0
273.0,1.0,13235.151203739577,27756.004682084487,645.0,10.04,672.32,-1.0
274.0,1.0,6813.495790829351,20391.40023201033,534.6777457996377,17.346,672.32,1280.0
275.0,1.0,19396.940958316125,16003.475883038102,259.4929058932109,15.778,672.32,522.0
276.0,1.0,4834.702699168346,21202.217288290987,558.0,19.471,672.32,-1.0
277.0,1.0,11203.156129281217,26448.52387544534,377.4903545196481,29.668,672.32,1348.0
278.0,1.0,16773.240767380714,23678.74270448312,698.0,5.9736,672.32,-1.0
279.0,1.0,13802.137872094374,17423.980465350687,715.301410665985,7.4428,672.32,578.0
280.0,1.0,11279.496408153118,19403.645596541704,644.0,10.654,672.32,-1.0
281.0,1.0,16854.89621218324,26107.63773893055,615.0,20.302,672.32,-1.0
282.0,1.0,14323.61515856239,27575.697242969138,695.0,15.925,672.32,-1.0
283.0,1.0,16481.71929633037,20061.714076108532,249.08895601666973,18.17,672.32,1899.0
284.0,1.0,5261.299364238306,22882.91254698118,690.6610935496985,13.768,672.32,2423.0
285.0,1.0,2238.945122195626,17617.752552518323,738.0,5.9151,672.32,-1.0
286.0,1.0,21370.809039295713,22027.728638573255,625.1492814637845,9.2149,672.32,1274.0
287.0,1.0,19514.701802412703,24747.7726842857,605.3434471238893,13.245,672.32,2304.0
288.0,1.0,11158.22641172484,26293.065806232826,555.5950665196794,8.4341,672.32,227.0
289.0,1.0,9898.456957202154,25631.479718434206,536.5713126862727,26.503,672.32,2015.0
290.0,1.0,16106.532270587559,15087.650003210894,472.0,11.038,672.32,-1.0
291.0,1.0,5251.797213971989,22668.763063467744,663.7570877278677,12.505,672.32,1453.0
292.0,1.0,12484.773951825286,18132.790374721466,267.7201540734822,29.943,672.32,1027.0
293.0,1.0,9452.689777316615,14036.263484890813,843.1267073471817,9.1597,672.32,395.0
294.0,1.0,13704.138717679343,25199.024934579047,845.6558566064894,6.8955,672.32,558.0
295.0,1.0,18293.74731478808,19052.143002052413,576.0546631022412,7.3864,672.32,322.0
296.0,1.0,13823.329964030308,27972.749958706714,674.9384593297004,23.309,672.32,1895.0
297.0,1.0,12838.900686052379,22225.489009222718,81.02486705346348,16.225,672.32,1613.0
298.0,1.0,13904.838939983858,27825.544142399296,614.0,15.202,672.32,-1.0
299.0,1.0,10189.506719579349,16917.543174448656,744.0,10.973,672.32,-1.0
300.0,1.0,9057.779012783185,20839.92861395503,498.0,11.909,672.32,-1.0
301.0,1.0,6210.093793712716,18477.083738684894,658.9934028903622,7.7295,672.32,2168.0
302.0,1.0,9228.90367082499,24277.253784170334,681.4134358916237,5.1458,672.32,1883.0
303.0,1.0,20127.781907855784,23734.3739230214,441.5522719909137,17.25,672.32,1938.0
304.0,1.0,8956.183221669186,18670.916858840857,593.0,7.2428,672.32,-1.0
305.0,1.0,9111.647334084097,19814.454769144904,702.0,14.401,672.32,-1.0
306.0,1.0,9325.460386562918,23041.996451882722,286.45544518482563,26.539,672.32,1873.0
307.0,1.0,20433.803586182148,17737.490979934322,629.0,14.187,672.32,-1.0
308.0,1.0,20907.516976682495,21766.174733033797,423.0,13.598,672.32,-1.0
309.0,1.0,9140.044468929807,15800.519129184315,207.00902858670193,26.185,672.32,804.0
310.0,1.0,5127.921086800058,14909.16798591397,630.0,14.332,672.32,-1.0
311.0,1.0,9397.14376503565,15028.194884447461,555.4209556990448,12.852,672.32,2261.0
312.0,1.0,13727.014876815567,24159.973725961318,445.0,30.246,672.32,-1.0
313.0,1.0,13998.505266973782,17217.577388581994,735.0,24.108,672.32,-1.0
314.0,1.0,9784.732297903805,17072.398116884284,793.6905021161087,9.4473,672.32,2509.0
315.0,1.0,4401.852996153759,20758.099326181637,648.8157289321503,17.635,672.32,1752.0
316.0,1.0,14453.788054199666,25339.34612785857,462.6606365666121,22.041,672.32,1457.0
317.0,1.0,17777.668240826617,22879.45897141152,880.0,7.1455,672.32,-1.0
