id,frame,x [nm],y [nm],z [nm],centroid [nm]
17727,1,4984.6,11012,-485,700
17728,1,4514,698.54,-465,700
17729,1,2877.6,5859.4,-465,700
17730,1,4031.1,12139,-465,700
17731,1,3394,1601.5,-455,700
17732,1,3549.6,7032.6,-455,700
17733,1,942.19,7884.2,-455,700
17734,1,5438.4,1572.1,-415,700
17735,1,1646.4,3061.5,-405,700
17736,1,6879.9,8357.3,-405,700
17737,1,1549.3,4538.6,-395,700
17738,1,3950.4,8912.8,-395,700
17739,1,1927.2,4349.6,-375,700
17740,1,4743.1,9641.4,-375,700
17741,1,4144.3,10936,-375,700
17742,1,5317.5,9194.5,-365,700
17743,1,3620.6,1739.8,-355,700
17744,1,1219.8,6177.5,-355,700
17745,1,990.78,6983,-355,700
17746,1,2793.3,8945.3,-355,700
17747,1,3262.4,11495,-355,700
17748,1,4756.4,1009,-345,700
17749,1,7178.7,9088,-345,700
17750,1,7618.2,3392.5,-335,700
17751,1,4567.2,4163.6,-335,700
17752,1,2547.6,10064,-335,700
17753,1,5561.6,11459,-325,700
17754,1,3403.3,9903.8,-315,700
17755,1,5114.9,791.48,-305,700
17756,1,5212,7858.9,-305,700
17757,1,3510.8,12092,-305,700
17758,1,3889,985.41,-295,700
17759,1,3420.1,1651,-295,700
17760,1,3081.9,1978.4,-295,700
17761,1,3009.8,2497.7,-295,700
17762,1,7894.2,3498.7,-295,700
17763,1,2428.2,5028.9,-295,700
17764,1,8241.3,6974.3,-295,700
17765,1,4507.2,10886,-295,700
17766,1,1814.9,3099.5,-285,700
17767,1,2181.8,5701,-285,700
17768,1,7773.3,7762.1,-285,700
17769,1,3267.3,9383.6,-285,700
17770,1,2534.4,10734,-285,700
17771,1,3697.9,5883.3,-275,700
17772,1,5274.4,6179.2,-275,700
17773,1,1373.6,9419.2,-275,700
17774,1,4779.9,1785.7,-265,700
17775,1,7807.6,3623,-265,700
17776,1,2838.2,7034.3,-265,700
17777,1,1785.4,8635.8,-265,700
17778,1,3120.1,1993.2,-255,700
17779,1,3762.8,7045.6,-255,700
17780,1,7459,3458.9,-245,700
17781,1,3758.8,6117.8,-245,700
17782,1,3450.4,7259.9,-245,700
17783,1,5304.9,7370.2,-245,700
17784,1,5248.1,9147.4,-245,700
17785,1,7761.9,3262.5,-225,700
17786,1,6658.9,3679.9,-225,700
17787,1,4215.3,4521.2,-225,700
17788,1,8527.8,6656.1,-225,700
17789,1,3131.6,9328.1,-225,700
17790,1,4365.8,12237,-225,700
17791,1,3931.5,1301.7,-215,700
17792,1,3894.4,4133.2,-215,700
17793,1,7522.3,7201.6,-215,700
17794,1,3105.4,10959,-215,700
17795,1,5479.4,1783.6,-205,700
17796,1,4306,2253.3,-205,700
17797,1,6433.7,3972.2,-205,700
17798,1,5563.1,6489.9,-205,700
17799,1,6857.6,6533.1,-205,700
17800,1,4763.5,6948.8,-205,700
17801,1,7528.1,6967.4,-205,700
17802,1,5133.7,9220.9,-205,700
17803,1,6344.1,2206.3,-195,700
17804,1,4757.2,3296.3,-195,700
17805,1,2101.2,3524.1,-195,700
17806,1,7500.8,3804.3,-195,700
17807,1,8113.5,7211.2,-195,700
17808,1,5413.3,2072,-185,700
17809,1,2082.5,3224,-185,700
17810,1,2078.1,4342.9,-185,700
17811,1,7634.5,7529.4,-185,700
17812,1,4279.2,8030.3,-185,700
17813,1,7415,9169.2,-185,700
17814,1,8554.9,6946.7,-175,700
17815,1,1357.9,7974.7,-175,700
17816,1,5429.8,8863.8,-175,700
17817,1,7089.2,10184,-175,700
17818,1,3248.7,11326,-175,700
17819,1,3638.7,2117.7,-165,700
17820,1,1718.1,8045,-165,700
17821,1,1766.1,8712.3,-165,700
17822,1,7373,9978.2,-165,700
