id,frame,x [nm],y [nm],sigmax [nm],sigmay [nm],intensity [photon],offset [photon],uncertainty [nm],centroid [nm],bgstd,z [nm],z uncertainty,ydif,centroid2,fwhm0,fwhm1
1,2,3734.3,15512,216.23,669.62,-569.77,243.58,243.58,312.73,251.88,17.856,14.601,20.602,5660.6,6460.7,4860.5,296.28,265.29,327.27,27.94,31.016,24.864
5,6,15435,11383,-208.26,668.25,-597.71,224.91,224.91,451.18,389.77,14.559,14.461,14.656,13769,9241,18297,351.23,317.66,384.8,40.858,51.99,29.726
9,10,18374,12518,-64.006,671.92,-523.25,121.92,121.92,236.74,185.78,16.246,5.7479,22.244,3954.8,4413.4,3496.2,402.04,352.97,451.11,33.485,32.159,34.811
13,15,3219.1,15209,-46.881,670.81,-545.59,167.08,167.08,310.52,249.82,10.182,5.0187,13.497,10901,12177,9624.9,252.23,248.02,256.45,37.11,41.571,32.648
17,20,20524,19102,-150.12,672.55,-510.49,128.35,128.35,269.14,212.63,14.406,4.6749,19.83,3398.3,3906.7,2889.8,226.47,204.27,248.67,19.602,19.747,19.457
21,24,20940,10451,-141.82,671.61,-529.38,111.85,111.85,234.43,183.97,11.755,7.988,14.578,2766.8,1430.6,4103,215.38,216.75,214.01,21.897,16.836,26.958
25,28,15088,9349.6,235.42,670.25,-556.97,187.24,187.24,239.36,187.86,13.615,10.324,16.253,5462.4,4922.4,6002.3,428.57,356.75,500.4,35.277,27.907,42.646
29,32,3236,15263,483.52,671.29,-535.81,340.49,340.49,297.03,237.4,14.146,11.002,16.708,11010,14383,7637.1,222.24,197.45,247.04,30.892,26.296,35.487
33,39,7497.8,15174,-23.588,665.22,-660.39,145.16,145.16,267.55,211.25,13.163,6.1277,17.578,5414.8,5955.8,4873.8,369.02,325.43,412.61,31.233,32.812,29.655
37,43,23680,21749,-27.25,665.16,-661.63,209.94,209.94,369.82,306.86,16.246,10.025,20.672,9086.4,7602.4,10570,424.86,357.3,492.42,35.692,33.464,37.92
41,46,22147,21091,-67.961,671.09,-539.9,270.15,270.15,473.74,413.44,15.538,12.45,18.107,11914,7323.6,16504,330,299.73,360.27,26.987,24.097,29.876
45,52,851.58,18693,-63.633,672.74,-506.71,127.27,127.27,246.83,193.87,12.088,5.9224,16.036,4265.1,4366.2,4164,175.46,177.56,173.37,28.607,30.02,27.194
49,55,14513,18461,184.67,671.97,-522.32,239.43,239.43,321.51,260.11,11.991,7.7965,15.06,9888.5,10448,9328.6,354.07,295.82,412.32,29.925,27.016,32.835
53,59,2734.4,16900,295.7,668.12,-600.31,242.38,242.38,278.98,221.22,12.624,11.249,13.863,5578.3,5570.3,5586.3,205.86,204.02,207.7,22.323,20.356,24.29
57,61,23592,21080,238.98,663.41,-698.31,147.4,147.4,178.07,147.07,26.091,7.2599,36.177,2676.9,4363.7,990.08,417.54,368.14,466.95,27.308,27.62,26.996
61,66,2784.2,14250,70.469,671.78,-526.04,139.96,139.96,229.59,180.23,10.96,7.0726,13.793,3828.2,3438,4218.3,223.98,224.82,223.13,25.27,23.242,27.299
65,69,2838.1,20938,-49.466,666.08,-642.57,117.31,117.31,223.87,175.91,12.127,7.0129,15.651,2298.4,1881.7,2715.1,174.15,181.07,167.22,19.21,17.556,20.864
69,77,13406,18324,33.931,664.8,-669.08,137.63,137.63,237.38,186.28,9.677,5.0722,12.711,7945.4,6950.7,8940.2,453.2,421.2,485.2,42.735,35.014,50.455
73,80,7914.8,18634,-66.31,671.73,-527.06,134.38,134.38,260.56,205.28,15.447,6.9818,20.699,4121.9,4049.3,4194.5,378.67,365.15,392.19,30.792,29.699,31.885
77,83,8962.1,18750,-235.39,667.77,-607.6,115.46,115.46,258.7,203.72,14.805,13.485,16.016,3249.1,2167.6,4330.6,445.7,461.82,429.58,34.277,42.943,25.611
81,87,18969,11381,-118.37,663.48,-696.79,180.6,180.6,353.48,290.8,14.54,11.628,16.958,5919,4448.8,7389.3,243.65,202.99,284.32,27.23,30.744,23.716
85,91,23669,21916,-0.33424,669.94,-563.26,160.43,160.43,285.43,226.95,14.561,11.537,17.058,4658.9,3376.3,5941.5,430.24,395.89,464.6,29.946,29.282,30.611
89,95,17111,13377,37.781,669.55,-571.17,143.51,143.51,246.07,193.25,14.596,12.815,16.181,2922.8,2149,3696.5,341.68,329.5,353.85,25.154,25.853,24.455
93,97,3503.5,17836,-93.216,672.79,-505.85,411.25,411.25,686.42,646.16,8.7875,8.253,9.2913,50831,38088,63575,107.81,62.443,153.19,30.653,35.838,25.467
97,101,1381.2,11193,-23.486,669.65,-569.16,136.82,136.82,253.18,199.1,14.767,7.4441,19.512,2691.9,3042.3,2341.6,174.35,159.48,189.23,20.12,22.688,17.553
101,107,5371.3,19324,386.39,669.01,-582.13,268.62,268.62,270.4,213.72,10.435,9.1492,11.578,12471,13564,11379,259.42,265.69,253.16,38.889,33.187,44.591
105,109,20532,21650,285.96,663.4,-698.57,262.78,262.78,303.69,243.51,19.679,20.706,18.595,6448.9,6634.9,6262.9,412.81,373.92,451.7,35.031,39.196,30.866
109,116,6746,15354,-183.25,668.19,-599.02,124.27,124.27,267.8,211.47,21.677,20.229,23.035,2263.5,1073.5,3453.5,361.2,325.34,397.07,27.55,27.522,27.578
113,119,10689,18266,-21.681,671.89,-523.85,142.69,142.69,262.8,207.18,15.239,6.6323,20.506,5679.6,5940.6,5418.6,381.69,353.95,409.43,38.606,37.002,40.209
117,124,15503,11089,32.32,662.56,-716.42,148.46,148.46,255.92,201.38,10.388,6.7118,13.069,6706.6,6125.6,7287.7,424.34,376.52,472.16,35.856,35.633,36.079
121,133,8018,17362,408.58,667.45,-614.25,239.68,239.68,235.38,184.72,14.493,10.549,17.573,9284.3,12703,5865.6,430.49,360.39,500.58,46.133,45.56,46.706
125,135,19382,21915,83.243,667.77,-607.67,206.55,206.55,322.68,261.22,21.724,23.009,20.358,4842.3,2774,6910.5,443.56,415.55,471.56,31.096,29.398,32.793
129,138,16332,6243.8,148.13,671.48,-532.12,211.38,211.38,303.05,242.92,13.729,14.437,12.984,8562.9,7142.6,9983.1,274.65,243.26,306.04,39.829,45.323,34.335
133,145,2964.6,15104,496.68,669.04,-581.5,472.97,472.97,387.46,324.46,11.127,9.8483,12.273,21076,30350,11801,158.77,119.58,197.96,23.882,25.616,22.148
137,148,15046,12340,-36.178,669.52,-571.83,97.093,97.093,169.08,143.41,25.888,15.336,33.244,1202.6,1136.2,1269.1,481.07,416.72,545.41,35.274,36.153,34.395
141,154,4718.3,16238,48.354,670.07,-560.64,142.4,142.4,240.85,189.05,12.998,3.9082,17.961,5925.1,7893.5,3956.7,350.78,327.24,374.31,29.063,27.563,30.564
145,157,16222,6337.3,104.91,666.09,-642.32,303.43,303.43,434.01,371.92,10.561,10.028,11.068,14200,12312,16088,239.44,184.82,294.06,23.402,25.725,21.079
149,163,9877.5,7068.4,90.725,667.14,-620.48,183.63,183.63,288.58,229.76,7.0489,7.2829,6.8069,14226,12710,15742,259.89,266.44,253.33,42.025,53.334,30.717
153,169,16902,22070,614.41,664.2,-681.75,294.83,294.83,227.28,178.48,14.355,11.819,16.505,13993,22495,5490.8,340.07,262,418.13,52.047,60.149,43.944
157,170,13384,17482,-69.882,665.19,-661,132.51,132.51,258.11,203.21,16.765,5.6264,23.033,5080.4,6277.3,3883.5,422.93,366.56,479.31,35.896,38.219,33.573
161,172,12598,14615,-75.141,668.8,-586.49,152.92,152.92,295.3,235.83,23.009,23.577,22.427,3071.4,1294.1,4848.7,445.6,387.83,503.36,28.138,25.583,30.693
165,179,9861.2,18001,-69.264,672.14,-518.71,121.79,121.79,237.84,186.66,18.794,8.8839,25.05,2216.3,1962.8,2469.8,356.96,316.68,397.24,24.81,22.231,27.389
169,183,806.72,14802,-42.215,671.13,-539.12,130.76,130.76,247.58,194.48,12.497,6.951,16.25,3520.7,2981.1,4060.2,183.86,183.66,184.06,24.661,22.619,26.702
173,188,5426.6,14719,-249.53,671.94,-522.74,134.79,134.79,299.75,239.89,19.323,14.322,23.274,2706.4,1610.4,3802.3,352.28,323.4,381.17,24.347,24.583,24.111
177,191,2761.6,10891,40.239,667.58,-611.55,119.65,119.65,201.99,160.59,12.552,8.2704,15.707,1890.9,1575,2206.7,195.55,188.36,202.73,18.739,16.826,20.652
181,194,21308,20944,31.518,672.38,-513.93,393.58,393.58,585.96,534.43,10.049,10.657,9.4023,48052,23894,72211,238.71,286.03,191.38,37.002,31.834,42.17
185,199,2773.7,15187,-223.02,673.31,-495.41,124.27,124.27,274.79,217.53,10.568,7.713,12.802,4098,2719.5,5476.5,223.32,243.13,203.51,24.142,25.692,22.593
189,201,15103,13655,139.9,673.08,-499.97,139.61,139.61,204.83,162.45,22.438,24.241,20.478,1654.8,884.97,2424.6,371.17,350.55,391.79,25.391,21.521,29.262
193,208,12308,10241,293.65,663.77,-690.77,222.29,222.29,258.48,203.53,30.205,28.385,31.921,2062.8,1918.6,2207,360.92,319.67,402.17,24.009,21.624,26.393
197,211,15023,18288,286.45,665.76,-649.25,747.38,747.38,727.06,692.05,5.6953,4.3457,6.7814,1.4243e+05,1.4692e+05,1.3794e+05,67.349,9.4714e-08,134.7,27.975,20.372,35.579
201,218,2358.8,14276,-213.93,672.71,-507.38,135.07,135.07,294.37,234.99,9.9377,5.6761,12.857,10785,12652,8918.3,208.28,196.61,219.95,54.466,76.663,32.268
205,221,15389,11411,326.94,665.45,-655.58,605.89,605.89,579.1,526.9,9.3921,7.5698,10.914,72930,1.059e+05,39957,174.65,6.436,342.86,34.898,42.219,27.577
209,224,2362.1,14268,-289.07,669.9,-564.09,132.65,132.65,301.18,241.2,11.603,7.0551,14.815,6737.7,7479.9,5995.4,209.26,211.2,207.32,41.012,58.324,23.699
213,227,2401.3,14268,-119.85,672.85,-504.54,147.69,147.69,297.82,238.13,13.367,6.2915,17.826,5910.8,7101.5,4720,193.22,187.1,199.34,31.136,39.18,23.092
217,229,15979,17392,25.48,664,-686.04,136.76,136.76,238.52,187.19,10.195,6.1994,13.016,5917.5,4338.9,7496,346.58,336.6,356.57,34.878,26.953,42.803
221,231,2823.3,15804,228.77,660.67,-756.45,281.49,281.49,347.93,285.39,16.09,14.349,17.661,6056.3,6026.1,6086.5,203.96,214.88,193.04,21.035,21.054,21.016
225,238,6190,16863,161.73,667.19,-619.6,364.82,364.82,471.07,410.63,14.192,8.5664,18.15,23168,25962,20375,291.53,233.65,349.4,34.858,32.138,37.577
229,240,18893,14519,-54.939,667.98,-603.32,191.14,191.14,351,288.38,13.502,13.148,13.847,7381.1,5105.6,9656.5,306.64,257.5,355.78,30.74,35.866,25.614
233,250,7682.1,13779,28.723,666.57,-632.3,129.79,129.79,225.18,176.89,16.722,8.0311,22.243,3259.9,3495,3024.7,444.63,421.63,467.63,32.57,31.908,33.231
237,252,21727,22042,-204.7,666.46,-634.67,286.34,286.34,549.85,494.99,13.247,16.549,8.7811,34291,16181,52400,328.63,363.62,293.65,48.55,64.537,32.563
241,257,14778,10270,222.44,667.98,-603.38,230.36,230.36,295.36,235.89,18.374,10.344,23.837,5298.7,6738.2,3859.3,370.03,306.67,433.4,25.556,25.202,25.91
