id,frame,x [nm],y [nm],z [nm],centroid [nm]
15048,1,5794.9,9735.2,-495,700
15049,1,2531.5,2137.3,-485,700
15050,1,6503.9,7585.9,-455,700
15051,1,4205.7,9168.2,-455,700
15052,1,4183.3,1034.7,-445,700
15053,1,8083.6,4364.6,-445,700
15054,1,5524.1,929.5,-425,700
15055,1,2817.8,4582.3,-425,700
15056,1,3563.7,6660.5,-405,700
15057,1,3286.6,2059.8,-395,700
15058,1,3812.3,1445.6,-385,700
15059,1,2403.9,2083.9,-385,700
15060,1,6853,3328.2,-385,700
15061,1,859.88,7733,-385,700
15062,1,3367.7,10531,-385,700
15063,1,1474.1,3394.8,-375,700
15064,1,3812.3,11931,-375,700
15065,1,4420.3,3279.9,-365,700
15066,1,7784.3,4335.1,-365,700
15067,1,5244.9,5983.5,-365,700
15068,1,4850.6,1087.4,-345,700
15069,1,6766.6,3323.9,-345,700
15070,1,5636.9,3909.5,-345,700
15071,1,3377.5,1485.1,-335,700
15072,1,5255.6,1978.9,-335,700
15073,1,1260.3,5664.6,-335,700
15074,1,970.92,8495.8,-325,700
15075,1,1735.7,3486.7,-315,700
15076,1,947.32,7809.3,-315,700
15077,1,3885.3,11547,-315,700
15078,1,5747.4,3646.3,-295,700
15079,1,1918,9913.2,-295,700
15080,1,4195.3,10197,-295,700
15081,1,5047.2,1789.7,-285,700
15082,1,5799.2,10890,-285,700
15083,1,5341.7,5019.3,-275,700
15084,1,7835.1,5073.3,-275,700
15085,1,1357,6144.9,-275,700
15086,1,5561.7,2099.4,-265,700
15087,1,1542.4,3546.6,-265,700
15088,1,2907.7,4617.9,-265,700
15089,1,2415.5,5412,-265,700
15090,1,7376.7,9088.1,-265,700
15091,1,4965.2,1203.3,-255,700
15092,1,1264.5,8951.9,-255,700
15093,1,2706.9,3826.5,-245,700
15094,1,3823.9,11187,-245,700
15095,1,5358.6,12457,-245,700
15096,1,2194.5,2558,-235,700
15097,1,3855.1,2565.3,-235,700
15098,1,6141,3034.9,-235,700
15099,1,4399.4,8749.2,-235,700
