id,frame,x [nm],y [nm],z [nm],centroid [nm]
17812,1,4605,10517,-505,700
17813,1,6338,10618,-495,700
17814,1,4828.4,5945.9,-485,700
17815,1,3856.4,11845,-485,700
17816,1,3682.2,4415.1,-475,700
17817,1,5445.9,7490.6,-475,700
17818,1,3142.2,5953.3,-465,700
17819,1,4075.9,8388.8,-465,700
17820,1,5659.1,10971,-465,700
17821,1,5413.6,1260.8,-435,700
17822,1,3814.8,8636.8,-425,700
17823,1,5097.3,6982.8,-415,700
17824,1,5865.7,7212.8,-395,700
17825,1,4625.5,9741.7,-395,700
17826,1,5336.8,11743,-385,700
17827,1,1901.1,3431.7,-375,700
17828,1,2966,3772.6,-365,700
17829,1,7700.1,9186.2,-365,700
17830,1,6967,2366.5,-355,700
17831,1,5074.3,2903.4,-355,700
17832,1,2736,6595.7,-355,700
17833,1,2920.4,7680.9,-355,700
17834,1,4616.3,11429,-355,700
17835,1,3215.6,3202.2,-345,700
17836,1,8336.2,6449,-345,700
17837,1,1073.4,7169.7,-345,700
17838,1,5937.7,4633.8,-335,700
17839,1,1695.7,4885.6,-335,700
17840,1,5889.4,11104,-335,700
17841,1,4944.4,2759.8,-315,700
17842,1,4061.3,4837.2,-315,700
17843,1,3886,5637.4,-315,700
17844,1,4819.7,8876.5,-315,700
17845,1,2326.8,9374.1,-315,700
17846,1,5136.3,10305,-315,700
17847,1,3348.7,11046,-315,700
17848,1,6175.3,11333,-315,700
17849,1,3826.3,7246,-305,700
17850,1,4919.4,9849.4,-305,700
17851,1,7716.3,4892,-285,700
17852,1,4252.6,7979.7,-285,700
17853,1,4974.6,11596,-285,700
17854,1,8436.2,4881.8,-275,700
17855,1,7372.4,6737.9,-275,700
17856,1,5826.7,7489.9,-275,700
17857,1,5718.4,7678.7,-275,700
17858,1,5197.7,2800.2,-265,700
17859,1,4489.8,3072.2,-265,700
17860,1,4050.2,4385.9,-265,700
17861,1,3058.2,11754,-265,700
17862,1,3844.5,10348,-255,700
17863,1,5616.6,10536,-255,700
17864,1,2442.9,10740,-255,700
17865,1,4385.6,12137,-255,700
17866,1,4431.4,1397.3,-245,700
17867,1,6758.3,3794.9,-245,700
17868,1,1079.3,5499.5,-245,700
17869,1,3527.7,9746.9,-245,700
17870,1,5719.2,7645.2,-235,700
17871,1,5330.5,8386.1,-235,700
17872,1,2318,2358.8,-225,700
17873,1,1205.7,4357.1,-225,700
17874,1,3401.6,7219.6,-225,700
17875,1,2389,9838.4,-225,700
17876,1,5937.7,12115,-225,700
17877,1,5421.4,1460.1,-215,700
17878,1,6696.9,1785.6,-215,700
17879,1,1813.8,3992.2,-215,700
17880,1,6500.8,8304.7,-215,700
17881,1,1850.5,9483.5,-215,700
17882,1,7706,9631.3,-215,700
17883,1,1837.2,10171,-215,700
17884,1,3869.4,1731.4,-205,700
17885,1,3997.7,3580.9,-205,700
17886,1,2134.3,4782,-205,700
17887,1,1871.1,5455,-205,700
17888,1,1484.7,5633.8,-205,700
17889,1,2094.9,7823.6,-205,700
17890,1,1487.9,7834.1,-205,700
17891,1,4968.8,8476.7,-205,700
17892,1,5948.6,9559.6,-205,700
17893,1,7415.8,9909.2,-205,700
17894,1,6309.1,11623,-205,700
17895,1,2812.7,2464.1,-195,700
17896,1,7612.2,5609.1,-195,700
17897,1,3796.6,9353.6,-195,700
17898,1,1611.7,9504,-195,700
17899,1,6548.6,9585.6,-195,700
17900,1,6885.4,10473,-195,700
17901,1,1610,4796.2,-185,700
17902,1,2060,5276.2,-185,700
17903,1,2983.3,7765.2,-185,700
17904,1,3797.3,8843.6,-185,700
17905,1,6748.9,3902.8,-175,700
17906,1,3624.6,3945.1,-175,700
17907,1,1202.8,6490.8,-175,700
17908,1,7538.1,9880.3,-175,700
17909,1,4495.4,12435,-175,700
17910,1,3968.3,1284.8,-165,700
17911,1,4994.6,1742.1,-165,700
17912,1,7120.3,3147.7,-165,700
17913,1,8202.6,5617.9,-165,700
17914,1,3642.1,8929.1,-165,700
17915,1,6613,10443,-165,700
17916,1,1875.5,4680.6,-155,700
17917,1,3009.4,6620.4,-155,700
17918,1,5870.7,9638.2,-155,700
17919,1,6695.4,10957,-155,700
17920,1,916.12,6032.5,-145,700
17921,1,2538.1,6395.1,-145,700
17922,1,3295.6,7937.9,-145,700
17923,1,1229.2,7977.5,-145,700
17924,1,5454.8,7986.3,-145,700
17925,1,3320.1,8101.4,-145,700
17926,1,2383.8,8508.4,-145,700
17927,1,4530.1,9181.2,-145,700
17928,1,4106.6,10765,-145,700
17929,1,4580.8,11927,-145,700
17930,1,5188.8,880.85,-135,700
17931,1,4851.9,2018.4,-135,700
17932,1,4636.9,2234.7,-135,700
17933,1,3583,2675.7,-135,700
17934,1,7154.4,2849.6,-135,700
17935,1,8165.6,3804.5,-135,700
17936,1,7589.3,9627.6,-135,700
17937,1,7230.3,9939.2,-135,700
17938,1,6706.1,10485,-135,700
17939,1,4061.7,10927,-135,700
17940,1,4450.9,11334,-135,700
17941,1,2810.7,1694.7,-125,700
17942,1,1732.4,5036,-125,700
17943,1,1788.9,7046.1,-125,700
17944,1,4210.5,8366.1,-125,700
17945,1,4084.6,8726.8,-125,700
17946,1,6827.2,9322.1,-125,700
17947,1,5725.5,9843.9,-125,700
17948,1,4810.4,1222.2,-115,700
17949,1,5440.3,4832.5,-115,700
17950,1,7991.7,5835.6,-115,700
17951,1,1885.8,6033.4,-115,700
17952,1,5919.7,11828,-115,700
17953,1,3255.2,1824.4,-105,700
17954,1,6904.8,2775.9,-105,700
17955,1,5264.5,3539,-105,700
17956,1,4964.9,3917.3,-105,700
17957,1,2424.2,4104.1,-105,700
17958,1,2367.6,4366.4,-105,700
17959,1,1080.5,7427.9,-105,700
17960,1,1764.5,9366.7,-105,700
17961,1,5674,9511.7,-105,700
17962,1,4577.9,9931.9,-105,700
17963,1,6577.2,10247,-105,700
17964,1,5126.4,10607,-105,700
17965,1,7657.2,3747.8,-95,700
17966,1,2878.2,4366.3,-95,700
17967,1,6869.2,4487.2,-95,700
17968,1,4010.2,5606.5,-95,700
17969,1,7521.6,6095.5,-95,700
17970,1,971.44,6310.1,-95,700
17971,1,3206.6,6490.3,-95,700
17972,1,6518.8,6740.8,-95,700
17973,1,3192.7,7696.5,-95,700
17974,1,2617.6,8519.6,-95,700
17975,1,6575.5,9201.8,-95,700
17976,1,6670.4,11257,-95,700
17977,1,3169.4,12080,-95,700
17978,1,4561.4,1080,-85,700
17979,1,4425.2,2021.1,-85,700
17980,1,1697,5267.9,-85,700
17981,1,8020.7,7161.3,-85,700
17982,1,1329.5,7461.7,-85,700
17983,1,857.83,7597.3,-85,700
17984,1,4045.8,7626.5,-85,700
17985,1,6267,8413,-85,700
17986,1,6390.4,8652.9,-85,700
17987,1,3185.8,9411.8,-85,700
17988,1,3240.5,10138,-85,700
17989,1,7050.2,10494,-85,700
17990,1,5945.4,11016,-85,700
17991,1,4165.4,11148,-85,700
17992,1,3174.7,11578,-85,700
17993,1,6015.4,1948.8,-75,700
17994,1,5213.4,2089.6,-75,700
17995,1,6439.4,3585.1,-75,700
17996,1,4910.9,3697.1,-75,700
17997,1,7417.5,6640,-75,700
17998,1,5352.4,9728.9,-75,700
17999,1,3489.3,10683,-75,700
18000,1,3807,1944.8,-65,700
18001,1,6091.6,2532.9,-65,700
18002,1,6823.4,3346.1,-65,700
18003,1,4230,4060.8,-65,700
18004,1,4633.8,4223.9,-65,700
18005,1,1610.6,4288.3,-65,700
18006,1,8471.9,5404.9,-65,700
18007,1,4418.4,7230,-65,700
18008,1,7726.5,8139.2,-65,700
18009,1,5003.6,8225.4,-65,700
18010,1,2040.9,8415.1,-65,700
18011,1,7293.7,8908.2,-65,700
18012,1,1310.3,9041.3,-65,700
18013,1,5366.6,9330.1,-65,700
18014,1,4859.5,1099.9,-55,700
18015,1,5612.3,1828.2,-55,700
18016,1,2437.7,4835.6,-55,700
18017,1,6485.2,8270.9,-55,700
18018,1,7572.7,9168.8,-55,700
18019,1,5416.4,9681.4,-55,700
18020,1,7440.3,9936.4,-55,700
18021,1,6143,10425,-55,700
18022,1,2703.5,10678,-55,700
18023,1,2249.3,10973,-55,700
18024,1,3703.6,11109,-55,700
18025,1,5862.8,11757,-55,700
18026,1,5820.5,11996,-55,700
18027,1,6217.3,1968.5,-45,700
18028,1,5817.2,2096.2,-45,700
18029,1,4279.6,2827.9,-45,700
18030,1,2625,5635.1,-45,700
18031,1,4372.2,5636.2,-45,700
18032,1,8024.8,5843.7,-45,700
18033,1,1785.7,6392.5,-45,700
18034,1,1508.9,7020.8,-45,700
18035,1,5815.6,1766.1,-35,700
18036,1,3855.9,2150.5,-35,700
18037,1,8227.7,5623.7,-35,700
18038,1,1907.1,5837.4,-35,700
18039,1,842.85,6354.6,-35,700
18040,1,5775.1,7981.5,-35,700
18041,1,1773.8,9323.9,-35,700
18042,1,4964.7,10868,-35,700
18043,1,4013.6,12272,-35,700
18044,1,6255.6,1470.6,-25,700
18045,1,4149.5,2392.1,-25,700
18046,1,7737.4,3168.2,-25,700
18047,1,5247.6,3581.1,-25,700
18048,1,1691,3665.1,-25,700
18049,1,5908.1,4184.7,-25,700
18050,1,8035.4,5235.9,-25,700
18051,1,4229.8,5381.8,-25,700
18052,1,1970.9,7664,-25,700
18053,1,6641.6,10215,-25,700
18054,1,6952,10565,-25,700
18055,1,5881.9,11824,-25,700
18056,1,3675.9,1339.4,-15,700
18057,1,4287.1,1512.4,-15,700
18058,1,5736,1802.2,-15,700
