id,frame,x [nm],y [nm],z [nm],centroid [nm]
1,1,3335.8,2482,-415,670
2,1,2026.9,4444,-405,670
3,1,7970.1,6053,-405,670
4,1,2276.2,7121.9,-365,670
5,1,1440.9,8199,-365,670
6,1,5537.9,1913.2,-345,670
7,1,5861.5,9780.1,-345,670
8,1,5903.4,10673,-345,670
9,1,4723.5,5297.5,-325,670
10,1,7517.2,6427.6,-325,670
11,1,2444.9,6870.2,-325,670
12,1,4495.1,8571.6,-295,670
13,1,3403.5,10293,-295,670
14,1,4729.6,12053,-285,670
15,1,803.93,6639.5,-275,670
16,1,2394.4,11105,-265,670
17,1,4898.1,1498,-255,670
18,1,4454.2,2991.5,-245,670
19,1,1951.5,7209,-235,670
20,1,5654.4,7656.7,-235,670
21,1,6181.8,2774.3,-225,670
22,1,2572.3,7508.5,-225,670
23,1,1151.7,4492.6,-215,670
24,1,4137.7,1518.2,-205,670
25,1,7102.7,3358.6,-205,670
26,1,4749.7,2037.8,-195,670
27,1,8225.3,5462.7,-185,670
28,1,7182.9,4345,-175,670
29,1,4130.5,2469.2,-165,670
30,1,4765.5,2554.6,-165,670
31,1,2530.5,4934.4,-165,670
32,1,2689,8735,-165,670
33,1,4669.6,9275.2,-165,670
34,1,2292.7,10888,-165,670
35,1,5296.5,11796,-165,670
36,1,2462.2,2289.9,-155,670
37,1,6508.2,4763.6,-155,670
38,1,8036.6,6009.8,-155,670
39,1,5157.9,9986.4,-155,670
40,1,3012.3,7216.8,-145,670
41,1,2016.2,10732,-145,670
42,1,3711.9,4326.1,-135,670
43,1,2609.4,4345.5,-135,670
44,1,7018.2,9005.6,-135,670
45,1,7499.1,2377.4,-125,670
46,1,4158.4,3380,-125,670
47,1,3372.9,5551.5,-125,670
48,1,2548.2,6292.6,-125,670
49,1,6827.7,11177,-125,670
50,1,6226.2,4448,-115,670
51,1,1549.3,7975.7,-115,670
52,1,5913.3,9501.6,-115,670
53,1,2154,6678.5,-105,670
54,1,6855.2,10640,-105,670
55,1,2621,2433.9,-95,670
56,1,1452,4929.1,-95,670
57,1,1272.4,5736.4,-95,670
58,1,2380.2,3255.5,-85,670
59,1,7199.2,4721.8,-75,670
60,1,6414.8,8835.7,-75,670
61,1,4788.6,12649,-75,670
62,1,6378.7,8653,-65,670
63,1,2656.5,4674.8,-55,670
64,1,3221.1,5465,-55,670
65,1,6905,3617.9,-45,670
66,1,8208.2,5555.8,-45,670
67,1,2231.6,8598.5,-45,670
68,1,4316.9,10754,-45,670
69,1,7736.4,3260.8,-35,670
70,1,6463.6,4767.7,-35,670
71,1,5144.3,7279.6,-35,670
72,1,1673.9,7373.2,-35,670
73,1,7301.9,9361.5,-35,670
74,1,2726,11359,-35,670
75,1,7323.2,2856,-25,670
76,1,6237.7,3565.9,-25,670
77,1,1543.2,6843.5,-25,670
78,1,4275.8,12394,-25,670
79,1,2845.2,3101.2,-15,670
80,1,6195,3734.7,-15,670
81,1,2842.7,9455.7,-15,670
82,1,4674.5,11437,-15,670
83,1,5664.2,1802.4,-5,670
84,1,7400.2,3861,-5,670
85,1,2970.1,4477.3,-5,670
86,1,1102.9,6732.6,-5,670
87,1,4993.4,9251.9,-5,670
88,1,7056.2,9476.2,-5,670
89,1,4087,12464,-5,670
90,1,6168.5,1138.2,5,670
91,1,4292.6,2261.1,5,670
92,1,4917.7,2685.3,5,670
93,1,5295,2813.8,5,670
94,1,4244.1,3482.7,5,670
95,1,5207,9125.1,5,670
96,1,4973.8,7385,15,670
97,1,4460.6,10082,15,670
98,1,4786.2,6843.3,25,670
99,1,4119.7,9522.5,25,670
100,1,5666,12690,25,670
101,1,4872.5,540.6,35,670
102,1,2780.3,2434.7,35,670
103,1,3877.6,3076.5,35,670
104,1,7778.7,3762.7,35,670
105,1,4080.5,3861.3,35,670
106,1,5260.5,5269,35,670
107,1,4603.8,10113,35,670
108,1,5967.1,1973.9,45,670
109,1,3171.8,7110,45,670
110,1,2194.6,6907,55,670
111,1,8158.6,7996.8,55,670
112,1,6471.2,8571.8,55,670
113,1,3976.6,1867.1,65,670
114,1,1427,5308.9,65,670
115,1,5494.1,9130.9,65,670
116,1,7426,4382.9,75,670
117,1,5161.6,4769.7,75,670
118,1,7793.1,5563.5,75,670
119,1,1057.6,8201.7,75,670
120,1,2027.4,8947.8,75,670
121,1,1773,9581.1,75,670
122,1,5701.5,10015,75,670
123,1,4912.5,10562,75,670
124,1,2493.9,11661,75,670
125,1,5867.3,12055,75,670
126,1,5472.2,12553,75,670
127,1,5047,2381.3,85,670
128,1,6966.3,3328,85,670
129,1,8289.7,5854.1,85,670
130,1,1026.7,7402.4,85,670
131,1,1322.1,9481.7,85,670
132,1,2815.6,12067,85,670
