"id","frame","x [nm]","y [nm]","sigmax [nm]","sigmay [nm]","intensity [photon]","offset [photon]","uncertainty [nm]","centroid [nm]","bgstd","z [nm]","z uncertainty","ydif","centroid2"
26.0,1.0,26507.0,42015.0,206.48,206.48,947.01,90.858,23.372,705.83,0.0,1.0,0.0,-0.56939,691.82
27.0,1.0,16224.0,42079.0,134.16,134.16,856.4,84.11,10.433,699.21,0.0,1.0,0.0,0.75371,690.63
29.0,2.0,33090.0,919.4,267.3,267.3,2041.9,114.75,22.268,711.31,0.0,1.0,0.0,-1.4739,693.82
30.0,2.0,26576.0,1955.3,154.93,154.93,466.39,113.21,28.853,704.32,0.0,1.0,0.0,-0.56836,690.28
31.0,2.0,13688.0,2228.3,409.93,409.93,5968.9,110.3,17.227,694.98,0.0,1.0,0.0,-0.079173,687.75
34.0,2.0,12298.0,8642.1,189.78,189.78,2599.2,130.22,11.785,692.22,0.0,1.0,0.0,-0.53679,685.72
36.0,2.0,36192.0,10666.0,177.85,177.85,1308.4,130.4,17.521,708.97,0.0,1.0,0.0,-0.95946,689.84
37.0,2.0,37747.0,12816.0,96.927,96.927,267.37,120.24,20.076,703.97,0.0,1.0,0.0,-0.22558,684.02
38.0,2.0,8732.6,14125.0,202.09,202.09,2805.9,128.97,12.36,690.12,0.0,1.0,0.0,-0.58816,685.5
40.0,2.0,35083.0,16993.0,220.63,220.63,4619.9,135.72,11.76,702.03,0.0,1.0,0.0,-0.35894,683.48
41.0,2.0,42203.0,18816.0,337.75,337.75,4742.1,106.85,15.611,708.63,0.0,1.0,0.0,-0.067219,686.32
43.0,2.0,33133.0,22160.0,119.67,119.67,344.88,119.13,27.733,699.88,0.0,1.0,0.0,0.26929,682.37
44.0,2.0,1288.8,22406.0,161.55,161.55,1419.7,107.39,13.628,692.26,0.0,1.0,0.0,0.51361,691.58
45.0,2.0,34629.0,22595.0,177.47,177.47,929.07,122.41,23.125,709.63,0.0,1.0,0.0,-0.26245,691.32
47.0,2.0,39372.0,22686.0,85.485,85.485,244.34,108.01,20.914,712.61,0.0,1.0,0.0,0.18476,691.8
48.0,2.0,3953.6,25227.0,133.97,133.97,336.72,95.283,24.2,693.46,0.0,1.0,0.0,-0.5627,691.37
50.0,2.0,11358.0,30866.0,133.6,133.6,1518.0,111.21,8.3124,689.77,0.0,1.0,0.0,0.59854,683.76
51.0,2.0,11952.0,32626.0,158.37,158.37,863.39,111.78,16.129,697.31,0.0,1.0,0.0,-0.38073,691.0
54.0,2.0,35097.0,41839.0,165.68,165.68,1725.0,82.624,11.686,709.71,0.0,1.0,0.0,1.1066,691.16
56.0,3.0,33095.0,919.68,218.64,218.64,1058.8,112.39,30.161,708.89,0.0,1.0,0.0,-1.7286,691.4
58.0,3.0,9502.4,6289.3,169.37,169.37,1016.3,126.64,17.373,695.42,0.0,1.0,0.0,-0.61273,690.4
61.0,3.0,12315.0,8639.3,208.38,208.38,2549.8,130.32,12.317,693.21,0.0,1.0,0.0,-0.49454,686.7
62.0,3.0,36157.0,10616.0,287.56,287.56,3349.5,116.86,16.358,709.93,0.0,1.0,0.0,-0.50784,690.81
63.0,3.0,21341.0,10663.0,182.19,182.19,947.18,126.33,20.286,697.56,0.0,1.0,0.0,-0.45312,686.28
64.0,3.0,37696.0,12774.0,199.78,199.78,1388.4,121.91,20.839,706.68,0.0,1.0,0.0,-0.20596,686.76
65.0,3.0,8712.0,14107.0,198.68,198.68,2453.2,130.48,12.941,692.54,0.0,1.0,0.0,-0.41816,687.93
67.0,3.0,1390.7,17066.0,172.95,172.95,1746.9,109.47,12.046,687.32,0.0,1.0,0.0,-0.38685,686.58
68.0,3.0,42238.0,18749.0,265.15,265.15,2519.5,101.39,17.466,706.03,0.0,1.0,0.0,0.048118,683.7
69.0,3.0,40672.0,19868.0,165.8,165.8,915.71,109.09,19.216,706.8,0.0,1.0,0.0,-0.54112,685.3
71.0,3.0,1278.5,22398.0,151.56,151.56,1235.5,110.78,11.958,688.26,0.0,1.0,0.0,0.63572,687.58
75.0,3.0,11999.0,32642.0,186.59,186.59,1422.0,98.602,14.412,695.86,0.0,1.0,0.0,0.11509,689.52
77.0,3.0,24367.0,37971.0,141.54,141.54,1755.4,103.45,8.0404,701.04,0.0,1.0,0.0,1.0274,688.16
80.0,3.0,26539.0,41935.0,176.7,176.7,579.41,84.68,25.336,708.26,0.0,1.0,0.0,0.69837,694.23
83.0,4.0,18463.0,1364.3,132.63,132.63,528.04,124.8,21.376,691.66,0.0,1.0,0.0,-1.7351,681.9
85.0,4.0,37409.0,4321.3,168.94,168.94,966.06,114.58,22.671,701.86,0.0,1.0,0.0,-1.7888,682.09
88.0,4.0,22753.0,7169.1,164.31,164.31,1426.8,140.75,13.087,702.87,0.0,1.0,0.0,-0.37685,690.84
89.0,4.0,12314.0,8622.0,157.32,157.32,1931.7,125.08,8.3489,689.98,0.0,1.0,0.0,-0.45815,683.47
93.0,4.0,8714.3,14143.0,195.84,195.84,1109.9,127.58,25.932,691.66,0.0,1.0,0.0,-0.71688,687.06
97.0,4.0,1270.3,22383.0,153.48,153.48,1340.0,102.25,11.995,687.05,0.0,1.0,0.0,0.88941,686.38
101.0,4.0,41852.0,34001.0,255.43,255.43,1620.8,88.99,26.506,707.87,0.0,1.0,0.0,1.0467,685.75
102.0,4.0,2241.9,40183.0,168.83,168.83,1435.2,78.655,13.375,693.57,0.0,1.0,0.0,0.97435,692.38
104.0,5.0,26590.0,2103.9,181.4,181.4,755.13,107.08,26.845,705.47,0.0,1.0,0.0,-2.1184,691.42
105.0,5.0,33743.0,4324.3,127.1,127.1,749.2,121.3,15.104,698.63,0.0,1.0,0.0,-1.4193,680.79
106.0,5.0,37434.0,4288.3,165.53,165.53,674.39,115.91,28.271,707.26,0.0,1.0,0.0,-0.81498,687.48
108.0,5.0,12305.0,8623.4,167.31,167.31,2608.5,127.97,10.244,692.72,0.0,1.0,0.0,-0.21349,686.21
110.0,5.0,21321.0,10685.0,158.24,158.24,1621.4,140.58,11.595,699.5,0.0,1.0,0.0,-0.53251,688.22
112.0,5.0,2697.8,14402.0,142.12,142.12,460.6,112.29,28.883,693.58,0.0,1.0,0.0,-0.21678,692.15
113.0,5.0,24018.0,15878.0,155.19,155.19,817.98,133.31,18.219,701.25,0.0,1.0,0.0,-0.031033,688.56
116.0,5.0,1271.1,22394.0,161.15,161.15,1467.5,105.59,10.711,689.45,0.0,1.0,0.0,0.80433,688.78
118.0,5.0,11350.0,30889.0,160.67,160.67,1489.8,111.57,13.151,687.84,0.0,1.0,0.0,0.49205,681.84
122.0,5.0,19453.0,41356.0,152.44,152.44,964.96,83.366,14.985,700.68,0.0,1.0,0.0,0.33006,690.4
124.0,5.0,35125.0,41828.0,148.83,148.83,1916.5,80.88,10.039,707.04,0.0,1.0,0.0,1.1135,688.48
126.0,6.0,37512.0,4375.8,272.35,272.35,2942.7,113.95,20.529,706.49,0.0,1.0,0.0,-1.3987,686.66
128.0,6.0,22783.0,7140.8,162.61,162.61,1252.4,134.81,18.425,704.04,0.0,1.0,0.0,-0.11143,692.0
129.0,6.0,12308.0,8627.6,145.58,145.58,1769.8,121.05,8.9257,689.44,0.0,1.0,0.0,-0.27972,682.94
131.0,6.0,42265.0,18763.0,195.71,195.71,1174.4,93.43,20.77,706.82,0.0,1.0,0.0,0.51067,684.48
136.0,6.0,11343.0,30903.0,134.26,134.26,955.42,108.05,9.9438,691.52,0.0,1.0,0.0,-0.1268,685.53
137.0,6.0,5236.4,32229.0,198.86,198.86,1632.7,90.821,13.188,689.75,0.0,1.0,0.0,0.26033,686.98
141.0,6.0,35111.0,41834.0,150.55,150.55,2360.9,88.752,9.1943,708.42,0.0,1.0,0.0,1.0993,689.86
144.0,7.0,29830.0,550.56,320.98,320.98,2330.5,111.06,23.821,700.75,0.0,1.0,0.0,-0.98002,684.98
146.0,7.0,23264.0,1531.7,68.865,68.865,156.78,121.07,18.016,696.91,0.0,1.0,0.0,-0.71665,684.61
147.0,7.0,26582.0,1926.6,194.95,194.95,620.4,114.59,41.348,704.35,0.0,1.0,0.0,-0.42458,690.3
148.0,7.0,13683.0,2326.9,728.01,728.01,31349.0,119.76,11.895,697.01,0.0,1.0,0.0,-0.90302,689.77
149.0,7.0,33731.0,4414.6,166.42,166.42,537.63,104.32,29.85,709.01,0.0,1.0,0.0,-2.0931,691.18
150.0,7.0,37503.0,4352.0,239.16,239.16,2234.1,114.21,20.552,710.0,0.0,1.0,0.0,-1.2008,690.18
152.0,7.0,9511.2,6239.4,174.4,174.4,892.25,123.07,22.335,696.98,0.0,1.0,0.0,-0.082117,691.96
154.0,7.0,12314.0,8597.5,209.47,209.47,2676.6,129.48,15.545,691.29,0.0,1.0,0.0,-0.16673,684.78
155.0,7.0,36173.0,10630.0,215.12,215.12,3399.2,130.3,13.574,710.54,0.0,1.0,0.0,-0.55033,691.42
156.0,7.0,21330.0,10681.0,238.37,238.37,1920.2,127.33,17.474,698.09,0.0,1.0,0.0,-0.58118,686.81
157.0,7.0,8721.3,14110.0,190.46,190.46,2925.8,125.98,11.41,691.83,0.0,1.0,0.0,-0.40439,687.22
162.0,7.0,33053.0,22130.0,144.44,144.44,635.74,127.01,17.885,707.78,0.0,1.0,0.0,0.2861,690.3
163.0,7.0,1260.8,22381.0,181.84,181.84,1886.0,110.17,11.833,693.14,0.0,1.0,0.0,0.9439,692.47
165.0,7.0,34693.0,22646.0,245.73,245.73,1311.8,120.46,30.793,703.36,0.0,1.0,0.0,-0.61069,685.02
166.0,7.0,39410.0,22700.0,152.46,152.46,705.48,107.7,22.376,706.17,0.0,1.0,0.0,-2.7046E-4,685.34
167.0,7.0,31824.0,24962.0,126.43,126.43,402.61,110.79,27.956,699.47,0.0,1.0,0.0,-0.62741,682.65
168.0,7.0,3989.9,25207.0,121.99,121.99,360.44,102.29,27.151,691.26,0.0,1.0,0.0,-0.21039,689.15
172.0,7.0,24372.0,37958.0,158.05,158.05,2122.3,94.771,8.1262,697.11,0.0,1.0,0.0,1.0567,684.23
175.0,7.0,26483.0,41993.0,194.51,194.51,862.24,89.282,17.27,702.29,0.0,1.0,0.0,-0.074904,688.29
177.0,8.0,33684.0,4345.5,235.8,235.8,1820.2,122.26,20.272,700.42,0.0,1.0,0.0,-1.5762,682.62
178.0,8.0,37499.0,4394.1,197.21,197.21,1256.5,114.06,18.355,704.89,0.0,1.0,0.0,-1.5626,685.07
179.0,8.0,31590.0,5649.6,75.658,75.658,189.05,123.0,21.382,704.05,0.0,1.0,0.0,-0.41814,687.36
180.0,8.0,9540.5,6337.2,154.74,154.74,831.25,120.38,15.716,691.84,0.0,1.0,0.0,-1.5518,686.8
183.0,8.0,36170.0,10620.0,222.37,222.37,2565.4,120.91,15.198,709.94,0.0,1.0,0.0,-0.3425,690.82
184.0,8.0,21308.0,10689.0,167.83,167.83,1178.7,133.73,15.723,701.07,0.0,1.0,0.0,-0.35307,689.8
186.0,8.0,8720.6,14128.0,211.59,211.59,2897.9,128.67,11.708,693.41,0.0,1.0,0.0,-0.60994,688.8
188.0,8.0,35096.0,16980.0,161.91,161.91,3688.8,142.46,8.159,700.71,0.0,1.0,0.0,-0.15177,682.16
189.0,8.0,42277.0,18750.0,205.75,205.75,949.49,106.86,23.67,709.03,0.0,1.0,0.0,0.43035,686.69
190.0,8.0,3688.7,19872.0,255.98,255.98,2151.9,117.29,18.405,693.11,0.0,1.0,0.0,-0.055261,691.17
191.0,8.0,33107.0,22166.0,251.03,251.03,2169.5,122.47,18.117,703.89,0.0,1.0,0.0,0.35584,686.39
192.0,8.0,1266.7,22373.0,159.47,159.47,1309.5,110.34,12.129,692.63,0.0,1.0,0.0,0.71573,691.96
195.0,8.0,4049.7,25156.0,187.95,187.95,689.52,102.63,31.346,691.39,0.0,1.0,0.0,0.23624,689.25
199.0,8.0,31549.0,38344.0,191.03,191.03,1093.3,1.3695,18.684,702.34,0.0,1.0,0.0,0.41831,685.66
200.0,8.0,2197.4,40153.0,205.03,205.03,1465.2,74.776,11.653,691.9,0.0,1.0,0.0,1.012,690.73
201.0,8.0,26524.0,41986.0,137.72,137.72,493.56,83.905,19.528,704.6,0.0,1.0,0.0,0.46322,690.58
203.0,9.0,37730.0,453.12,263.47,263.47,1404.7,100.42,30.746,704.51,0.0,1.0,0.0,-1.7955,684.57
204.0,9.0,33708.0,4311.1,110.98,110.98,395.75,118.25,25.669,702.8,0.0,1.0,0.0,-1.331,684.98
205.0,9.0,37455.0,4344.6,224.6,224.6,2024.5,121.59,15.607,711.05,0.0,1.0,0.0,-0.8822,691.25
206.0,9.0,9564.0,6272.0,175.18,175.18,992.57,121.23,17.308,694.07,0.0,1.0,0.0,-0.36328,689.02
208.0,9.0,12333.0,8631.0,204.8,204.8,1762.9,123.5,16.598,688.8,0.0,1.0,0.0,-0.42304,682.29
209.0,9.0,16511.0,8848.1,201.33,201.33,1065.2,134.27,24.401,692.53,0.0,1.0,0.0,-0.57515,683.8
210.0,9.0,32454.0,10179.0,253.95,253.95,2174.7,124.88,19.431,707.92,0.0,1.0,0.0,-0.76159,690.77
211.0,9.0,36195.0,10628.0,271.26,271.26,5099.3,135.05,10.513,708.54,0.0,1.0,0.0,-0.48906,689.41
212.0,9.0,17004.0,12293.0,160.93,160.93,751.5,121.93,21.589,695.47,0.0,1.0,0.0,-0.60222,686.49
213.0,9.0,8716.6,14120.0,231.58,231.58,3417.4,128.58,13.34,692.29,0.0,1.0,0.0,-0.435,687.68
215.0,9.0,29561.0,15124.0,102.48,102.48,267.53,119.82,23.661,698.49,0.0,1.0,0.0,-0.96574,682.86
216.0,9.0,35072.0,17015.0,265.43,265.43,2110.2,129.19,21.444,701.48,0.0,1.0,0.0,-0.28393,682.95
217.0,9.0,3600.3,19882.0,169.74,169.74,724.99,108.96,23.101,695.78,0.0,1.0,0.0,-0.3819,693.88
218.0,9.0,33109.0,22155.0,166.42,166.42,878.26,127.25,18.7,709.39,0.0,1.0,0.0,0.23014,691.89
219.0,9.0,1256.9,22376.0,149.69,149.69,1006.7,103.73,15.16,690.46,0.0,1.0,0.0,0.96259,689.8
220.0,9.0,34690.0,22592.0,334.33,334.33,4546.5,110.54,16.874,710.34,0.0,1.0,0.0,-0.4034,692.01
222.0,9.0,42361.0,26728.0,127.05,127.05,332.0,96.51,28.504,706.72,0.0,1.0,0.0,0.92431,684.33
224.0,9.0,5249.7,32228.0,185.54,185.54,1991.7,103.94,11.05,694.98,0.0,1.0,0.0,0.51111,692.21
225.0,9.0,24348.0,37957.0,164.61,164.61,911.87,89.297,14.74,700.84,0.0,1.0,0.0,0.5355,687.97
227.0,9.0,35122.0,41859.0,189.6,189.6,1790.2,87.948,13.186,710.18,0.0,1.0,0.0,0.72398,691.62
229.0,10.0,29811.0,574.03,244.11,244.11,1361.3,126.89,25.273,709.79,0.0,1.0,0.0,-1.3382,694.04
230.0,10.0,18387.0,1325.8,184.22,184.22,678.77,120.92,30.049,696.01,0.0,1.0,0.0,-1.1041,686.29
232.0,10.0,33760.0,4303.1,192.2,192.2,962.45,120.65,33.053,698.68,0.0,1.0,0.0,-1.2213,680.84
234.0,10.0,9528.5,6312.7,174.59,174.59,1182.6,117.07,16.307,692.78,0.0,1.0,0.0,-0.78862,687.74
236.0,10.0,12305.0,8627.8,185.41,185.41,2833.0,136.36,9.8604,690.87,0.0,1.0,0.0,-0.30231,684.36
237.0,10.0,36185.0,10627.0,180.16,180.16,1386.9,125.82,16.752,709.08,0.0,1.0,0.0,-0.53535,689.95
238.0,10.0,17033.0,12328.0,198.29,198.29,1894.5,136.99,17.446,693.44,0.0,1.0,0.0,-0.76747,684.43
239.0,10.0,34333.0,12584.0,180.25,180.25,665.59,116.13,30.594,705.53,0.0,1.0,0.0,-0.5333,687.38
240.0,10.0,8742.8,14103.0,216.11,216.11,3105.9,128.01,14.691,690.46,0.0,1.0,0.0,-0.37004,685.84
243.0,10.0,35081.0,16988.0,184.84,184.84,3489.3,121.11,9.862,701.29,0.0,1.0,0.0,-0.14265,682.75
245.0,10.0,42233.0,18774.0,167.45,167.45,1388.7,112.21,12.672,713.74,0.0,1.0,0.0,0.40234,691.41
246.0,10.0,1305.9,22394.0,147.41,147.41,994.23,109.96,14.211,691.6,0.0,1.0,0.0,0.59342,690.91
248.0,10.0,39393.0,22738.0,197.04,197.04,1222.2,96.351,18.936,706.63,0.0,1.0,0.0,-0.20201,685.8
249.0,10.0,4002.6,25196.0,140.68,140.68,381.58,101.62,29.092,695.52,0.0,1.0,0.0,-0.35303,693.4
250.0,10.0,5248.7,32239.0,157.65,157.65,2146.7,103.3,7.7366,694.35,0.0,1.0,0.0,0.49585,691.58
252.0,10.0,2234.4,40199.0,232.39,232.39,1867.7,80.622,15.195,693.09,0.0,1.0,0.0,0.57005,691.91
253.0,10.0,26475.0,41956.0,163.87,163.87,737.54,80.077,15.238,703.78,0.0,1.0,0.0,-0.057823,689.78
254.0,10.0,35104.0,41840.0,164.41,164.41,2313.3,80.797,10.596,711.73,0.0,1.0,0.0,1.1016,693.18
259.0,11.0,37432.0,4373.6,154.28,154.28,663.95,106.78,22.626,707.97,0.0,1.0,0.0,-1.221,688.18
260.0,11.0,9540.6,6277.1,142.49,142.49,760.19,119.04,15.64,691.64,0.0,1.0,0.0,-0.59636,686.6
261.0,11.0,23130.0,7414.0,109.62,109.62,338.47,124.72,26.836,695.85,0.0,1.0,0.0,-1.3115,683.62
263.0,11.0,12293.0,8625.5,138.93,138.93,752.74,121.26,12.22,688.31,0.0,1.0,0.0,-0.48626,681.81
264.0,11.0,36192.0,10652.0,181.26,181.26,1862.0,118.39,14.994,707.63,0.0,1.0,0.0,-0.70913,688.5
266.0,11.0,37799.0,12897.0,187.45,187.45,952.51,117.84,23.162,707.53,0.0,1.0,0.0,-0.80929,687.55
267.0,11.0,8726.1,14133.0,214.7,214.7,2164.5,121.4,17.403,693.24,0.0,1.0,0.0,-0.55874,688.62
268.0,11.0,2744.5,14439.0,172.73,172.73,694.49,112.26,26.646,693.83,0.0,1.0,0.0,-0.57037,692.38
270.0,11.0,35098.0,16956.0,189.22,189.22,3136.7,137.67,11.323,699.83,0.0,1.0,0.0,0.090249,681.28
271.0,11.0,42263.0,18785.0,166.97,166.97,1453.2,117.36,12.933,711.44,0.0,1.0,0.0,0.24961,689.1
272.0,11.0,33093.0,22182.0,164.77,164.77,1129.0,134.87,13.572,710.09,0.0,1.0,0.0,-0.076417,692.6
273.0,11.0,1319.4,22391.0,140.22,140.22,752.91,104.9,16.564,689.63,0.0,1.0,0.0,0.81307,688.93
274.0,11.0,34604.0,22616.0,147.55,147.55,574.39,121.87,21.175,711.74,0.0,1.0,0.0,-0.35563,693.45
275.0,11.0,39419.0,22761.0,201.72,201.72,1604.1,103.07,17.444,702.1,0.0,1.0,0.0,-0.61376,681.27
278.0,11.0,22072.0,36956.0,161.55,161.55,817.89,99.714,19.67,704.08,0.0,1.0,0.0,1.0084,692.41
284.0,12.0,18442.0,1319.9,211.64,211.64,740.32,128.32,35.386,697.28,0.0,1.0,0.0,-0.82607,687.54
285.0,12.0,26647.0,1964.8,251.94,251.94,1804.5,120.76,19.69,704.45,0.0,1.0,0.0,-1.0528,690.37
292.0,12.0,36213.0,10693.0,192.96,192.96,1206.9,130.12,23.593,708.34,0.0,1.0,0.0,-0.91372,689.2
293.0,12.0,17029.0,12328.0,163.87,163.87,1091.9,129.3,17.039,693.6,0.0,1.0,0.0,-0.72429,684.6
294.0,12.0,30331.0,12497.0,127.03,127.03,685.4,127.58,17.408,706.86,0.0,1.0,0.0,0.64583,690.83
296.0,12.0,29640.0,15084.0,244.25,244.25,1635.8,130.51,23.789,708.7,0.0,1.0,0.0,-0.54382,693.03
297.0,12.0,42273.0,18781.0,182.48,182.48,1110.7,107.52,14.997,705.32,0.0,1.0,0.0,0.23012,682.97
299.0,12.0,39330.0,22717.0,252.96,252.96,2030.5,94.387,21.974,714.56,0.0,1.0,0.0,0.39972,693.77
301.0,12.0,18695.0,22936.0,142.63,142.63,2105.1,135.3,9.9931,698.99,0.0,1.0,0.0,0.41717,689.11
306.0,12.0,34502.0,31145.0,189.5,189.5,596.31,100.2,31.897,702.46,0.0,1.0,0.0,0.035905,684.23
309.0,12.0,39808.0,33110.0,232.54,232.54,2278.2,110.07,18.021,708.16,0.0,1.0,0.0,1.1254,687.12
310.0,12.0,12895.0,34952.0,153.71,153.71,888.63,94.898,17.186,695.74,0.0,1.0,0.0,0.52117,688.92
311.0,12.0,24369.0,37932.0,157.97,157.97,1534.7,101.18,10.492,699.54,0.0,1.0,0.0,1.3288,686.66
314.0,12.0,23120.0,40300.0,152.95,152.95,982.16,94.799,13.847,700.79,0.0,1.0,0.0,0.83856,688.57
315.0,12.0,15298.0,40712.0,410.74,410.74,5837.6,79.715,17.0,698.34,0.0,1.0,0.0,0.62786,690.25
316.0,12.0,35084.0,41833.0,171.09,171.09,1635.4,87.817,12.766,709.83,0.0,1.0,0.0,0.96478,691.28
317.0,12.0,16244.0,42108.0,194.94,194.94,1567.2,89.445,14.678,698.07,0.0,1.0,0.0,0.70821,689.48
318.0,12.0,14885.0,42101.0,157.25,157.25,548.0,86.726,21.49,693.2,0.0,1.0,0.0,1.3883,685.34
322.0,13.0,9524.7,6284.2,175.85,175.85,1459.9,115.8,16.238,696.94,0.0,1.0,0.0,-0.37771,691.91
324.0,13.0,42960.0,8084.2,184.53,184.53,919.07,107.7,24.175,704.39,0.0,1.0,0.0,-0.95862,681.69
326.0,13.0,21315.0,10675.0,162.24,162.24,1474.9,137.93,13.489,702.35,0.0,1.0,0.0,-0.25529,691.08
327.0,13.0,17021.0,12332.0,142.39,142.39,811.91,135.5,18.838,694.63,0.0,1.0,0.0,-0.70042,685.64
328.0,13.0,30384.0,12569.0,147.33,147.33,1003.6,137.94,17.627,698.95,0.0,1.0,0.0,-0.20997,682.89
329.0,13.0,23961.0,15895.0,180.98,180.98,1167.2,131.03,15.184,705.26,0.0,1.0,0.0,0.068943,692.59
330.0,13.0,42268.0,18803.0,276.37,276.37,2191.0,112.8,18.086,710.73,0.0,1.0,0.0,0.12739,688.39
331.0,13.0,33031.0,22143.0,127.77,127.77,411.5,124.81,27.142,711.16,0.0,1.0,0.0,0.29237,693.7
332.0,13.0,1293.0,22365.0,117.65,117.65,597.98,102.0,14.417,691.11,0.0,1.0,0.0,1.2287,690.43
334.0,13.0,3992.3,25159.0,240.94,240.94,908.64,105.04,39.683,692.02,0.0,1.0,0.0,-0.18994,689.91
338.0,13.0,14662.0,30858.0,140.48,140.48,1324.1,0.59142,9.1199,699.47,0.0,1.0,0.0,0.22272,691.72
340.0,13.0,12878.0,34937.0,191.69,191.69,1119.1,101.42,18.287,699.18,0.0,1.0,0.0,0.49684,692.37
341.0,13.0,24379.0,37944.0,139.33,139.33,1689.3,104.6,7.6193,699.35,0.0,1.0,0.0,1.2139,686.46
343.0,13.0,31510.0,38313.0,177.04,177.04,629.31,89.357,23.93,708.07,0.0,1.0,0.0,0.84139,691.41
344.0,13.0,2229.4,40196.0,243.5,243.5,2488.6,83.122,16.671,694.66,0.0,1.0,0.0,0.59505,693.48
347.0,13.0,35101.0,41825.0,157.84,157.84,1742.4,85.257,9.8732,708.27,0.0,1.0,0.0,0.93368,689.71
348.0,14.0,18387.0,1426.9,148.93,148.93,497.98,119.91,27.582,691.44,0.0,1.0,0.0,-2.3572,681.73
349.0,14.0,13700.0,2249.1,159.85,159.85,641.39,119.45,23.943,698.82,0.0,1.0,0.0,-0.31115,691.57
350.0,14.0,33684.0,4323.3,94.582,94.582,279.7,119.78,21.741,707.93,0.0,1.0,0.0,-1.3122,690.12
352.0,14.0,9563.1,6264.8,153.74,153.74,932.51,124.28,14.765,695.21,0.0,1.0,0.0,-0.47646,690.15
353.0,14.0,23110.0,7469.9,88.982,88.982,254.12,126.22,23.061,704.06,0.0,1.0,0.0,-2.2861,691.84
355.0,14.0,12326.0,8612.8,197.1,197.1,2294.6,132.32,13.062,694.06,0.0,1.0,0.0,-0.17902,687.55
356.0,14.0,36190.0,10649.0,226.05,226.05,1816.6,127.06,21.465,711.46,0.0,1.0,0.0,-0.6902,692.33
357.0,14.0,17025.0,12374.0,137.97,137.97,1050.9,127.42,13.248,691.04,0.0,1.0,0.0,-1.0681,682.04
358.0,14.0,34351.0,12637.0,183.56,183.56,709.25,107.43,31.604,703.6,0.0,1.0,0.0,-1.1853,685.44
359.0,14.0,30336.0,12520.0,130.32,130.32,798.82,128.83,15.796,701.61,0.0,1.0,0.0,0.31737,685.57
361.0,14.0,8685.4,14130.0,205.51,205.51,1358.8,126.19,20.01,696.33,0.0,1.0,0.0,-0.75406,691.74
362.0,14.0,33086.0,22202.0,111.5,111.5,414.06,128.24,19.125,710.51,0.0,1.0,0.0,-0.2443,693.02
363.0,14.0,1292.7,22370.0,158.86,158.86,821.68,105.83,17.368,689.59,0.0,1.0,0.0,1.3238,688.91
364.0,14.0,34678.0,22664.0,117.67,117.67,387.45,118.4,22.816,707.44,0.0,1.0,0.0,-0.80496,689.11
365.0,14.0,31768.0,25048.0,86.363,86.363,179.8,118.06,25.495,697.88,0.0,1.0,0.0,-1.8153,681.09
366.0,14.0,3680.5,27633.0,145.11,145.11,1202.6,101.96,11.434,693.19,0.0,1.0,0.0,0.86364,691.24
369.0,14.0,35095.0,41826.0,159.0,159.0,1989.6,85.133,9.1619,711.74,0.0,1.0,0.0,1.0564,693.19
371.0,15.0,18450.0,1344.6,147.95,147.95,550.66,118.82,22.64,690.6,0.0,1.0,0.0,-1.4885,680.85
372.0,15.0,37423.0,4367.7,155.84,155.84,706.91,119.9,25.723,713.17,0.0,1.0,0.0,-1.4581,693.39
