"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty [nm]"
1.0,1.0,803.4935836841001,3922.6830098752325,159.8516082729527,288.0621362254341,33.13581077549701,5.240896683534809,23.261932689552662
2.0,1.0,856.2552400529914,31525.886136900368,155.59107453188196,188.65122621028377,24.448392024164555,4.5545546951837,29.037757787849873
3.0,1.0,992.6019559159531,1470.8957173059136,133.95239794090037,258.4901580560219,31.97184419477822,4.205333810022266,15.821341864783744
4.0,1.0,2700.5626553074953,39262.20925933073,124.70532238236062,309.0332768659721,24.202927645144275,4.177068166367786,12.056584221988015
5.0,1.0,4453.445210912691,12479.727451705814,124.03416410704118,113.96871026185062,34.11514828822521,4.2824964755776085,28.947690797125706
6.0,1.0,6248.850782047109,13036.974499358716,255.15414354549796,778.9312122245396,26.707055979077655,5.620104279962712,23.306248462908332
7.0,1.0,6614.486189027398,24685.884208372514,188.05876704681907,382.2216335979201,28.79614700126968,4.913095655948553,22.900093170578895
8.0,1.0,8029.126634852686,42608.454410008926,129.0186627334508,217.51351782126932,23.67042269115756,4.1213565989744,16.964183766609754
9.0,1.0,8537.891347630653,35059.179331342726,244.95962505755364,783.3208053601528,20.570457738585933,4.747319290505281,18.777259165900983
10.0,1.0,8625.619546608525,4312.0096455778075,163.91305947739872,246.7469405395989,34.383139510221405,5.669870303840848,30.077508250972443
11.0,1.0,9744.289326988903,43808.49519566138,110.15978923760242,159.83458966457502,22.848786115125336,3.6182200672212335,15.45889843675534
12.0,1.0,10288.01198971394,29291.442112537992,97.88958535585435,227.96777784194407,39.285414133100616,6.329387634403543,13.909607701939574
13.0,1.0,10574.536507383857,22829.83424135879,117.9129574248364,130.19428403043162,34.15755091943738,5.298723074047845,27.921184139514903
14.0,1.0,11269.711667045622,39372.78042899675,113.2073682080396,98.79038757449585,27.803475321124896,3.0162397372793723,21.399905227651285
15.0,1.0,11979.760666649414,33239.02082573978,173.32614587348246,680.496273968557,29.312075375703802,4.756558815997993,11.714019383242873
16.0,1.0,11984.07721748434,42363.927469909446,219.11349335242303,418.6797654378535,19.439586385517305,3.592658139218957,21.67053983658671
17.0,1.0,12302.632068905663,29767.581894601954,147.45377213703912,316.5767741837012,29.104894213574237,3.7084976832726104,14.373987804763436
18.0,1.0,13600.2456803537,29494.762586900022,126.72807225424432,172.04224455842228,32.45511589836786,3.6085816460228046,18.30038892847174
19.0,1.0,13803.63982998582,22110.22498372109,126.86212281250477,361.15623877635306,38.544048141388856,5.09845920924365,12.432737531889591
20.0,1.0,14128.402187114041,32737.58518458067,150.49287551004846,355.6581492070631,31.092790490191124,4.256564712020108,14.802715950706276
21.0,1.0,14816.899057956893,44235.47935341006,140.54067918014934,140.83049393995014,24.737257644786155,3.6590522362481703,26.35214436360784
22.0,1.0,16219.425435024292,28238.4509270704,79.39038436923096,71.40475813773928,32.01085336294371,4.122099205011462,19.426148920862147
23.0,1.0,16492.694449924446,4016.4319642466094,132.25479704454017,137.0122450838437,33.09567399082973,4.561396474522429,28.971597562460094
24.0,1.0,16884.831224769307,41075.32657834257,112.92839179244753,171.01131365747352,25.700258939377083,4.103716947635462,16.582907173098565
25.0,1.0,18339.856175613524,19480.74375680241,112.39170444835658,237.02419916072378,40.35814203537343,5.923623349331366,16.265082756108583
26.0,1.0,18459.759948780793,34254.26075478461,186.69261547147082,242.02386294655884,28.616172676945148,4.222728417271346,30.270518603415752
27.0,1.0,19674.086776589196,32088.199707556723,172.90021260611277,609.5288599775878,30.794935449370502,4.791188850824357,12.860478652277541
28.0,1.0,19713.865962157128,33798.461177173565,170.90839877611373,440.21075074431917,30.897043264646143,5.418017783061708,18.360203217298743
29.0,1.0,20671.85465434812,42676.560767651325,127.17266317012543,169.71111141505764,24.83701553715447,4.195175318392285,20.81384101936121
30.0,1.0,22871.88343063142,9598.885020838767,243.27765784002585,1721.3511541404366,33.36996922370174,8.84483093343625,15.068428420696332
31.0,1.0,23303.594002353246,20646.729702804158,193.7647610651539,300.8068109788038,36.970042420394236,4.321220149905226,27.06252364237258
32.0,1.0,23840.070796895136,13271.993977122067,191.85014781600762,306.7603314556514,37.58507730826526,4.966802775488981,29.341699466333075
33.0,1.0,25073.48790655137,40050.46654617708,125.1939330516356,163.00318373322943,27.349510186476515,3.802019394813104,19.492142840533173
34.0,1.0,25501.87533784645,29603.837800853773,155.48438147015867,466.4835992989241,34.13280726865644,5.248476660969297,14.410361593269462
35.0,1.0,27692.19797867829,26885.416472212244,148.78623128782135,398.6448696453982,36.75935628867373,5.468599551291795,15.799123339784149
36.0,1.0,27772.46614468448,10643.636459611113,247.85352309059527,626.2532838347099,31.839272004566343,6.043640421513676,28.80484483935971
37.0,1.0,28782.300381830108,31660.223458749897,163.3306164308312,903.2585137225858,36.70841688765411,9.355984090342066,13.756519105361734
38.0,1.0,29164.17648125536,32971.293112548396,162.34559133453945,518.0058112306773,31.518681007701687,3.432680702455083,10.778975684353044
39.0,1.0,29864.833572611842,39407.883196837785,98.87224593463252,112.83898461627268,29.188597121652027,4.458265661682822,20.135301690422732
40.0,1.0,32580.0789642302,41351.88916421483,170.48133788506314,237.28251633302716,25.75084612363293,3.4300426068246073,22.21186907208458
41.0,1.0,32817.9458372963,28328.096255630684,208.50632021648053,568.9105480121846,33.15395983386809,4.568969679680541,18.20438582382781
42.0,1.0,34204.0027227304,34637.69286544413,245.1965489319769,773.8844456408926,24.721459460752158,4.321827981395878,17.6957892238412
43.0,1.0,36251.111530202266,360.36723243458664,144.4170837853187,177.6730131225421,38.18425871778948,4.290243613014153,25.49246704230393
44.0,1.0,36599.01531682393,15078.603415884292,165.78140072889903,849.8530980591108,42.307087803073614,5.759217782104996,10.275021369676509
45.0,1.0,36966.88010155639,28293.828173195965,150.4696775293017,332.94241587016245,39.02729439332051,5.427395782429674,18.814149391765767
46.0,1.0,37804.6185759687,43648.71314764565,111.44971092075536,155.19967700989628,26.986914323680505,3.8848449546336465,16.950422941661774
47.0,1.0,38714.50343498679,43930.60334319905,165.5317561076277,416.58189512506345,23.927701305070897,4.524088325550593,15.878314327882357
48.0,1.0,39309.76472179183,41680.23674390002,121.52952575974881,257.05913206035984,26.14104824836241,4.448869655599146,14.038836052981429
49.0,1.0,39406.01736505626,24733.57533667627,174.53892598635258,280.2950402339337,34.847627923864636,4.315411738085646,23.85789838397011
50.0,1.0,39666.246275345155,14992.664327198388,62.87293875871118,50.91748421979297,39.23190858813913,4.408164953934783,18.458341697324474
51.0,1.0,40092.685582728445,8373.738101712606,184.50172810756257,469.4860577349535,41.65310265751916,5.628471449781085,20.50822453625357
52.0,1.0,40338.83038002259,12426.179254208419,179.93213318454707,334.90945427970223,40.09091128870149,5.594191506509846,26.591889571909388
