"id","frame","x [nm]","y [nm]","sigmax [nm]","sigmay [nm]","intensity [photon]","offset [photon]","uncertainty [nm]","centroid [nm]","bgstd","z [nm]","z uncertainty","ydif","centroid2"
195.0,2.0,33068.0,73841.0,129.9,129.9,1098.5,35.134,9.4972,667.08,0.0,1.0,0.0,1.7104,661.18
196.0,3.0,30116.0,6685.0,136.88,136.88,339.56,40.257,19.055,667.84,0.0,1.0,0.0,-0.79433,662.47
197.0,3.0,23126.0,9658.7,182.46,182.46,338.98,43.913,35.785,669.43,0.0,1.0,0.0,-0.81431,665.31
198.0,3.0,19872.0,10184.0,169.39,169.39,2639.4,45.577,8.3117,667.48,0.0,1.0,0.0,-0.87751,663.93
199.0,3.0,17534.0,11384.0,469.53,469.53,6834.0,50.01,11.143,665.14,0.0,1.0,0.0,-1.0278,662.01
200.0,3.0,35975.0,11486.0,179.46,179.46,399.21,51.968,28.88,669.61,0.0,1.0,0.0,-0.21313,663.2
208.0,3.0,25791.0,14729.0,180.21,180.21,633.73,49.428,17.859,673.71,0.0,1.0,0.0,0.052802,669.11
210.0,3.0,20866.0,15729.0,196.3,196.3,507.08,54.319,29.967,666.26,0.0,1.0,0.0,-0.68808,662.54
212.0,3.0,36408.0,15856.0,143.14,143.14,860.29,55.699,10.601,668.5,0.0,1.0,0.0,-0.44096,662.01
213.0,3.0,38809.0,16086.0,143.55,143.55,341.22,35.784,19.592,676.38,0.0,1.0,0.0,-1.4031,669.46
218.0,3.0,24189.0,18718.0,213.15,213.15,685.35,58.19,24.524,674.52,0.0,1.0,0.0,-0.24276,670.2
221.0,3.0,14353.0,19853.0,146.38,146.38,636.27,52.685,15.414,668.26,0.0,1.0,0.0,-0.26696,665.7
226.0,3.0,14798.0,23132.0,140.12,140.12,1166.0,63.459,7.9187,664.46,0.0,1.0,0.0,0.085681,661.82
229.0,3.0,27340.0,24337.0,136.86,136.86,1472.8,67.284,8.4522,671.31,0.0,1.0,0.0,0.14517,666.44
232.0,3.0,21329.0,26150.0,121.97,121.97,403.93,64.414,18.733,667.35,0.0,1.0,0.0,0.42325,663.55
234.0,3.0,22998.0,27279.0,102.8,102.8,353.76,60.828,12.653,665.54,0.0,1.0,0.0,-0.063208,661.44
236.0,3.0,34146.0,28485.0,137.28,137.28,1155.3,71.651,7.4365,675.55,0.0,1.0,0.0,0.74105,669.46
239.0,3.0,32107.0,28864.0,145.46,145.46,1532.9,68.79,8.4192,671.99,0.0,1.0,0.0,1.1263,666.27
241.0,3.0,30409.0,29896.0,124.25,124.25,448.07,65.418,11.215,669.17,0.0,1.0,0.0,-0.5883,663.75
242.0,3.0,19379.0,30400.0,151.84,151.84,2352.1,74.317,5.5704,669.32,0.0,1.0,0.0,0.31793,665.87
244.0,3.0,29551.0,31154.0,160.78,160.78,2029.7,67.988,7.3796,667.9,0.0,1.0,0.0,0.50457,662.63
251.0,3.0,35531.0,34983.0,148.7,148.7,780.59,68.67,12.634,671.73,0.0,1.0,0.0,0.98381,665.4
252.0,3.0,16055.0,35000.0,154.18,154.18,948.81,60.853,10.739,670.93,0.0,1.0,0.0,0.8843,668.06
253.0,3.0,34971.0,36392.0,166.6,166.6,772.55,68.446,15.605,670.79,0.0,1.0,0.0,0.4697,664.56
261.0,3.0,28295.0,39770.0,173.34,173.34,809.34,73.577,16.944,669.68,0.0,1.0,0.0,0.027599,664.63
262.0,3.0,16834.0,40550.0,140.29,140.29,1904.4,68.277,8.2312,663.72,0.0,1.0,0.0,0.61425,660.72
268.0,3.0,40123.0,44196.0,167.69,167.69,713.54,63.465,20.528,674.07,0.0,1.0,0.0,-0.15353,666.92
272.0,3.0,32905.0,48352.0,137.46,137.46,1542.9,73.295,6.7,667.76,0.0,1.0,0.0,1.821,661.9
273.0,3.0,28693.0,49125.0,132.75,132.75,3363.5,72.956,6.8754,672.93,0.0,1.0,0.0,1.2567,667.81
274.0,3.0,37994.0,50811.0,160.43,160.43,1477.3,71.015,10.001,668.06,0.0,1.0,0.0,1.9401,661.29
275.0,3.0,29171.0,50945.0,147.82,147.82,2220.0,69.384,8.3379,674.28,0.0,1.0,0.0,0.97024,669.08
276.0,3.0,30711.0,51336.0,130.0,130.0,2008.7,74.945,6.7714,667.12,0.0,1.0,0.0,1.6884,661.64
279.0,3.0,27559.0,53557.0,138.72,138.72,1441.3,65.421,8.0096,670.67,0.0,1.0,0.0,0.98851,665.75
285.0,3.0,16719.0,59852.0,147.18,147.18,1342.6,48.942,9.6478,671.72,0.0,1.0,0.0,1.1261,668.74
290.0,3.0,26400.0,64396.0,124.99,124.99,717.48,49.718,9.3023,672.93,0.0,1.0,0.0,1.8231,668.22
293.0,3.0,20928.0,65708.0,147.47,147.47,1365.3,29.747,9.6442,668.94,0.0,1.0,0.0,1.3991,665.21
295.0,3.0,34141.0,67358.0,134.57,134.57,2303.4,42.814,6.5824,670.84,0.0,1.0,0.0,1.2193,664.75
299.0,3.0,28970.0,70862.0,124.38,124.38,990.36,48.436,6.7003,669.29,0.0,1.0,0.0,0.76471,664.12
303.0,3.0,36148.0,72535.0,138.65,138.65,871.62,39.304,10.722,674.3,0.0,1.0,0.0,1.9579,667.85
304.0,3.0,25588.0,73478.0,132.27,132.27,940.73,43.827,10.26,668.87,0.0,1.0,0.0,0.93638,664.31
305.0,3.0,33075.0,73853.0,127.13,127.13,929.87,41.004,9.9402,670.51,0.0,1.0,0.0,1.6615,664.62
306.0,4.0,30081.0,6737.0,137.31,137.31,409.88,28.015,17.247,671.1,0.0,1.0,0.0,-0.94994,665.73
307.0,4.0,26259.0,7311.8,133.26,133.26,501.36,0.22802,13.805,668.93,0.0,1.0,0.0,-1.1461,664.25
309.0,4.0,19867.0,10190.0,154.1,154.1,2198.6,58.8,6.8437,667.31,0.0,1.0,0.0,-0.87385,663.77
310.0,4.0,35963.0,11554.0,38.347,38.347,153.0,47.957,5.4722,667.95,0.0,1.0,0.0,-1.5547,661.54
321.0,4.0,20773.0,15706.0,234.36,234.36,1065.8,56.982,16.509,670.14,0.0,1.0,0.0,-0.4873,666.44
322.0,4.0,28400.0,15818.0,160.6,160.6,586.96,19.241,17.413,671.34,0.0,1.0,0.0,-0.69869,666.27
324.0,4.0,38839.0,16016.0,185.91,185.91,792.73,59.614,15.089,673.23,0.0,1.0,0.0,0.0031474,666.31
327.0,4.0,14393.0,19862.0,178.4,178.4,968.38,52.983,15.788,672.18,0.0,1.0,0.0,-0.43047,669.62
328.0,4.0,26736.0,20063.0,168.98,168.98,573.73,54.678,18.427,666.23,0.0,1.0,0.0,0.1498,661.46
334.0,4.0,14799.0,23134.0,134.46,134.46,787.34,60.551,10.681,664.21,0.0,1.0,0.0,0.27414,661.57
335.0,4.0,42019.0,23429.0,174.21,174.21,1113.1,59.548,12.972,675.61,0.0,1.0,0.0,0.56294,668.12
339.0,4.0,39852.0,26110.0,114.92,114.92,335.26,61.692,15.967,676.31,0.0,1.0,0.0,0.075619,669.2
340.0,4.0,21280.0,26118.0,160.65,160.65,663.86,63.364,17.089,671.68,0.0,1.0,0.0,0.96563,667.89
342.0,4.0,23027.0,27263.0,93.95,93.95,318.0,62.317,11.09,664.75,0.0,1.0,0.0,0.23091,660.64
346.0,4.0,37103.0,28646.0,127.93,127.93,650.05,68.257,10.523,668.25,0.0,1.0,0.0,-0.45634,661.64
347.0,4.0,11483.0,28799.0,101.08,101.08,218.98,56.436,17.385,666.0,0.0,1.0,0.0,3.4557,663.95
348.0,4.0,32104.0,28825.0,136.38,136.38,306.37,64.81,20.138,672.4,0.0,1.0,0.0,1.4906,666.68
360.0,4.0,34944.0,36410.0,146.28,146.28,1180.9,70.329,8.3238,672.74,0.0,1.0,0.0,0.64101,666.51
363.0,4.0,13333.0,38012.0,149.53,149.53,1914.9,63.004,8.7291,672.23,0.0,1.0,0.0,0.68736,669.86
368.0,4.0,28297.0,39751.0,198.93,198.93,1221.5,67.329,17.318,670.98,0.0,1.0,0.0,0.43015,665.94
373.0,4.0,22735.0,41570.0,125.96,125.96,590.74,68.663,10.836,669.31,0.0,1.0,0.0,0.90038,665.25
374.0,4.0,20071.0,42651.0,79.337,79.337,170.87,69.651,13.465,668.57,0.0,1.0,0.0,0.8632,664.99
375.0,4.0,34015.0,43521.0,129.02,129.02,1078.0,76.04,7.4151,669.1,0.0,1.0,0.0,-0.69153,663.03
378.0,4.0,32920.0,48373.0,144.23,144.23,1436.0,64.975,9.305,666.57,0.0,1.0,0.0,1.5445,660.7
379.0,4.0,39361.0,48583.0,143.24,143.24,3588.0,78.043,7.4808,670.13,0.0,1.0,0.0,1.0539,663.11
383.0,4.0,29185.0,50949.0,136.48,136.48,909.21,70.556,11.283,672.77,0.0,1.0,0.0,0.89049,667.56
390.0,4.0,28042.0,57994.0,172.84,172.84,2952.5,60.929,7.0709,667.98,0.0,1.0,0.0,0.97825,662.98
391.0,4.0,16712.0,59860.0,130.98,130.98,1581.3,60.015,9.0387,673.05,0.0,1.0,0.0,0.88541,670.07
395.0,4.0,29680.0,62303.0,103.49,103.49,496.4,53.843,10.455,675.39,0.0,1.0,0.0,0.52093,670.1
396.0,4.0,43625.0,62689.0,121.48,121.48,906.43,54.979,7.667,677.42,0.0,1.0,0.0,0.82786,669.64
397.0,4.0,17350.0,63125.0,135.59,135.59,1025.3,44.003,9.2617,665.47,0.0,1.0,0.0,0.50334,662.37
400.0,4.0,35433.0,65123.0,152.57,152.57,2600.4,57.608,8.3125,674.32,0.0,1.0,0.0,1.1741,668.0
401.0,4.0,20905.0,65711.0,129.92,129.92,1213.3,50.589,7.6888,669.89,0.0,1.0,0.0,1.392,666.16
402.0,4.0,31804.0,66501.0,142.64,142.64,1682.0,47.467,8.6856,672.74,0.0,1.0,0.0,1.8443,667.07
404.0,4.0,34135.0,67354.0,138.21,138.21,1683.1,42.206,8.2928,671.33,0.0,1.0,0.0,1.1752,665.24
405.0,4.0,24682.0,68391.0,140.37,140.37,1174.3,53.551,7.9107,666.36,0.0,1.0,0.0,0.80397,661.95
409.0,4.0,28971.0,70861.0,123.44,123.44,791.95,50.866,7.7325,671.7,0.0,1.0,0.0,0.71104,666.53
412.0,4.0,36157.0,72565.0,124.58,124.58,844.08,49.213,10.502,673.98,0.0,1.0,0.0,1.4031,667.54
414.0,4.0,33062.0,73839.0,131.77,131.77,1127.0,40.18,8.0725,672.56,0.0,1.0,0.0,1.917,666.66
415.0,5.0,30112.0,6696.5,175.06,175.06,776.27,33.681,14.042,666.34,0.0,1.0,0.0,-0.39275,660.97
416.0,5.0,27916.0,8103.6,143.64,143.64,366.25,45.416,18.64,670.58,0.0,1.0,0.0,-1.394,665.6
418.0,5.0,19879.0,10178.0,169.39,169.39,2891.8,46.83,7.346,667.17,0.0,1.0,0.0,-0.84429,663.63
419.0,5.0,19430.0,11546.0,194.9,194.9,487.24,49.622,26.83,665.85,0.0,1.0,0.0,-0.65955,662.39
420.0,5.0,35971.0,11547.0,116.71,116.71,218.75,44.714,17.922,670.2,0.0,1.0,0.0,-1.1226,663.79
421.0,5.0,31596.0,11977.0,128.69,128.69,555.6,46.958,10.299,666.25,0.0,1.0,0.0,-1.2174,660.61
423.0,5.0,36344.0,14247.0,165.45,165.45,422.59,50.619,18.622,671.91,0.0,1.0,0.0,-1.0494,665.43
425.0,5.0,25842.0,14776.0,127.7,127.7,415.68,51.938,15.182,668.36,0.0,1.0,0.0,-0.31913,663.76
427.0,5.0,20785.0,15726.0,237.37,237.37,810.31,54.098,23.207,670.51,0.0,1.0,0.0,-0.5636,666.8
429.0,5.0,36410.0,15859.0,166.21,166.21,679.4,51.467,14.536,669.34,0.0,1.0,0.0,-0.68701,662.85
432.0,5.0,29564.0,18967.0,187.01,187.01,498.92,54.608,30.179,668.99,0.0,1.0,0.0,-0.0047855,663.72
434.0,5.0,27041.0,20846.0,124.95,124.95,531.69,61.569,13.862,665.95,0.0,1.0,0.0,-0.19792,661.13
437.0,5.0,14801.0,23156.0,144.66,144.66,1329.0,65.94,9.0554,663.47,0.0,1.0,0.0,-0.032125,660.84
440.0,5.0,39143.0,24034.0,148.22,148.22,553.71,60.345,16.331,668.11,0.0,1.0,0.0,-0.82083,661.13
442.0,5.0,27335.0,24339.0,148.97,148.97,1841.3,70.559,8.8724,671.62,0.0,1.0,0.0,0.1951,666.74
444.0,5.0,39855.0,26094.0,131.42,131.42,350.54,59.447,17.451,677.14,0.0,1.0,0.0,0.22291,670.03
446.0,5.0,24362.0,27734.0,133.5,133.5,1176.2,67.542,8.086,666.74,0.0,1.0,0.0,0.055228,662.39
447.0,5.0,27610.0,27853.0,139.0,139.0,1088.1,70.942,10.067,668.18,0.0,1.0,0.0,0.98485,663.26
448.0,5.0,42433.0,27870.0,174.63,174.63,557.34,64.165,21.499,674.66,0.0,1.0,0.0,1.8403,667.1
449.0,5.0,34148.0,28497.0,155.83,155.83,1324.1,58.8,9.9049,676.33,0.0,1.0,0.0,0.61151,670.24
454.0,5.0,19384.0,30398.0,149.71,149.71,2367.2,64.924,7.5593,667.96,0.0,1.0,0.0,0.52254,664.5
456.0,5.0,29538.0,31131.0,154.66,154.66,4569.6,70.301,5.4821,670.52,0.0,1.0,0.0,0.66112,665.25
458.0,5.0,42284.0,31788.0,149.11,149.11,682.32,64.777,14.095,671.01,0.0,1.0,0.0,0.39415,663.47
461.0,5.0,37020.0,33720.0,126.12,126.12,416.47,71.362,15.505,673.8,0.0,1.0,0.0,1.4655,667.2
463.0,5.0,35536.0,35044.0,124.8,124.8,598.46,63.039,9.6255,675.17,0.0,1.0,0.0,-0.0089883,668.84
465.0,5.0,33633.0,36374.0,114.1,114.1,491.65,71.642,10.424,675.18,0.0,1.0,0.0,0.40385,669.19
466.0,5.0,34958.0,36394.0,122.89,122.89,847.77,71.163,7.6428,671.1,0.0,1.0,0.0,0.92941,664.86
472.0,5.0,25982.0,39537.0,135.23,135.23,2251.1,67.253,7.5467,669.72,0.0,1.0,0.0,0.54569,665.09
473.0,5.0,30628.0,39641.0,136.88,136.88,1432.3,68.62,8.8172,666.13,0.0,1.0,0.0,0.56716,660.67
474.0,5.0,28285.0,39783.0,149.48,149.48,856.24,76.806,12.471,667.06,0.0,1.0,0.0,-0.14403,662.02
478.0,5.0,18546.0,41678.0,139.33,139.33,1609.5,68.773,6.3418,668.03,0.0,1.0,0.0,0.82928,664.73
480.0,5.0,34020.0,43515.0,116.09,116.09,487.21,76.962,10.702,672.27,0.0,1.0,0.0,0.042805,666.2
482.0,5.0,12699.0,45661.0,120.01,120.01,268.34,56.313,24.786,665.96,0.0,1.0,0.0,0.37123,663.69
484.0,5.0,32904.0,48367.0,162.65,162.65,2053.6,77.056,8.4281,672.75,0.0,1.0,0.0,1.6358,666.89
485.0,5.0,39360.0,48576.0,138.69,138.69,4354.3,78.116,6.8248,670.36,0.0,1.0,0.0,0.99814,663.34
487.0,5.0,28706.0,49151.0,154.62,154.62,1891.3,74.047,8.639,671.83,0.0,1.0,0.0,0.98064,666.71
488.0,5.0,38000.0,50805.0,144.18,144.18,1361.6,72.973,7.9897,668.84,0.0,1.0,0.0,2.1645,662.06
490.0,5.0,28371.0,52338.0,150.61,150.61,2008.3,64.093,7.5387,669.07,0.0,1.0,0.0,0.81974,664.01
494.0,5.0,41536.0,55034.0,141.42,141.42,1245.5,72.422,8.292,672.77,0.0,1.0,0.0,0.37735,665.37
495.0,5.0,29867.0,55158.0,136.83,136.83,1458.1,67.812,7.9837,668.33,0.0,1.0,0.0,1.0911,663.0
497.0,5.0,28023.0,58002.0,158.54,158.54,3101.9,59.047,6.8863,668.72,0.0,1.0,0.0,1.1638,663.72
500.0,5.0,32037.0,60892.0,120.85,120.85,841.01,59.887,8.4676,674.71,0.0,1.0,0.0,1.2002,669.0
502.0,5.0,43620.0,62675.0,133.72,133.72,1173.1,53.268,8.1771,674.52,0.0,1.0,0.0,0.78205,666.74
505.0,5.0,26418.0,64394.0,130.14,130.14,556.17,52.556,12.509,671.38,0.0,1.0,0.0,1.4454,666.67
506.0,5.0,12023.0,64649.0,136.4,136.4,1563.5,47.514,8.4742,662.71,0.0,1.0,0.0,0.76621,660.57
507.0,5.0,35419.0,65128.0,150.7,150.7,3209.8,58.877,7.8648,674.89,0.0,1.0,0.0,1.1351,668.58
509.0,5.0,20916.0,65711.0,152.94,152.94,1667.1,58.847,8.3108,671.47,0.0,1.0,0.0,1.4525,667.75
512.0,5.0,34120.0,67359.0,140.43,140.43,1182.5,50.528,8.5017,674.86,0.0,1.0,0.0,1.0284,668.78
513.0,5.0,32502.0,68136.0,177.68,177.68,1707.1,51.429,10.348,674.58,0.0,1.0,0.0,2.0388,668.78
517.0,5.0,28975.0,70849.0,151.03,151.03,787.38,42.558,12.226,666.69,0.0,1.0,0.0,0.64041,661.53
518.0,5.0,24349.0,71353.0,159.33,159.33,1758.4,44.049,8.3405,669.62,0.0,1.0,0.0,0.89588,665.28
519.0,5.0,20238.0,71392.0,162.51,162.51,1234.8,23.363,11.241,670.07,0.0,1.0,0.0,1.7436,666.46
522.0,5.0,36157.0,72544.0,127.97,127.97,1245.1,27.888,8.7876,671.62,0.0,1.0,0.0,2.0699,665.18
524.0,5.0,33050.0,73855.0,129.74,129.74,1194.1,39.844,9.2359,672.54,0.0,1.0,0.0,1.6482,666.65
525.0,6.0,30104.0,6711.7,155.24,155.24,584.18,42.426,14.751,671.2,0.0,1.0,0.0,-0.77238,665.83
527.0,6.0,30713.0,8306.2,167.92,167.92,524.26,46.807,16.317,673.16,0.0,1.0,0.0,-1.3623,667.68
528.0,6.0,23107.0,9611.1,171.71,171.71,437.74,46.934,24.055,671.63,0.0,1.0,0.0,-0.60144,667.51
531.0,6.0,23762.0,11124.0,138.2,138.2,558.52,46.631,14.32,668.37,0.0,1.0,0.0,-0.89964,664.14
536.0,6.0,38473.0,12814.0,236.41,236.41,810.62,48.773,20.445,674.3,0.0,1.0,0.0,-0.37073,667.44
538.0,6.0,36396.0,14261.0,129.66,129.66,384.65,55.294,15.529,671.27,0.0,1.0,0.0,-1.2072,664.78
540.0,6.0,20856.0,15718.0,273.72,273.72,1530.4,51.007,20.336,667.39,0.0,1.0,0.0,-0.86616,663.67
