config_name,alpha,phi,n_domains
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-513.txt.gz,1.1,0.08,47.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-514.txt.gz,1.1,0.08,60.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-515.txt.gz,1.1,0.08,50.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-516.txt.gz,1.1,0.08,51.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-517.txt.gz,1.1,0.08,50.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-518.txt.gz,1.1,0.08,52.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-519.txt.gz,1.1,0.08,61.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-52.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-520.txt.gz,1.1,0.08,48.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-521.txt.gz,1.1,0.08,54.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-522.txt.gz,1.1,0.08,69.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-523.txt.gz,1.1,0.08,54.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-524.txt.gz,1.1,0.08,52.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-525.txt.gz,1.1,0.08,53.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-526.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-527.txt.gz,1.1,0.08,53.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-528.txt.gz,1.1,0.08,60.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-529.txt.gz,1.1,0.08,54.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-53.txt.gz,1.1,0.08,68.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-530.txt.gz,1.1,0.08,59.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-531.txt.gz,1.1,0.08,54.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-532.txt.gz,1.1,0.08,58.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-533.txt.gz,1.1,0.08,43.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-534.txt.gz,1.1,0.08,33.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-535.txt.gz,1.1,0.08,65.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-536.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-537.txt.gz,1.1,0.08,47.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-538.txt.gz,1.1,0.08,27.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-539.txt.gz,1.1,0.08,48.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-54.txt.gz,1.1,0.08,35.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-540.txt.gz,1.1,0.08,58.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-541.txt.gz,1.1,0.08,56.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-542.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-543.txt.gz,1.1,0.08,51.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-544.txt.gz,1.1,0.08,72.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-545.txt.gz,1.1,0.08,50.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-546.txt.gz,1.1,0.08,37.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-547.txt.gz,1.1,0.08,56.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-548.txt.gz,1.1,0.08,38.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-549.txt.gz,1.1,0.08,46.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-55.txt.gz,1.1,0.08,58.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-550.txt.gz,1.1,0.08,33.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-551.txt.gz,1.1,0.08,49.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-552.txt.gz,1.1,0.08,66.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-553.txt.gz,1.1,0.08,45.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-554.txt.gz,1.1,0.08,51.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-555.txt.gz,1.1,0.08,63.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-556.txt.gz,1.1,0.08,54.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-557.txt.gz,1.1,0.08,38.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-558.txt.gz,1.1,0.08,61.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-559.txt.gz,1.1,0.08,44.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-56.txt.gz,1.1,0.08,45.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-560.txt.gz,1.1,0.08,41.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-561.txt.gz,1.1,0.08,42.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-562.txt.gz,1.1,0.08,64.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-563.txt.gz,1.1,0.08,52.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-564.txt.gz,1.1,0.08,61.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-565.txt.gz,1.1,0.08,64.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-566.txt.gz,1.1,0.08,55.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-567.txt.gz,1.1,0.08,60.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-568.txt.gz,1.1,0.08,39.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-569.txt.gz,1.1,0.08,56.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-57.txt.gz,1.1,0.08,60.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-570.txt.gz,1.1,0.08,70.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-571.txt.gz,1.1,0.08,55.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-572.txt.gz,1.1,0.08,61.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-573.txt.gz,1.1,0.08,59.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-574.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-575.txt.gz,1.1,0.08,53.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-576.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-577.txt.gz,1.1,0.08,59.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-578.txt.gz,1.1,0.08,49.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-579.txt.gz,1.1,0.08,42.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-58.txt.gz,1.1,0.08,42.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-580.txt.gz,1.1,0.08,38.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-581.txt.gz,1.1,0.08,46.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-582.txt.gz,1.1,0.08,34.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-583.txt.gz,1.1,0.08,69.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-584.txt.gz,1.1,0.08,42.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-585.txt.gz,1.1,0.08,61.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-586.txt.gz,1.1,0.08,43.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-587.txt.gz,1.1,0.08,46.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-588.txt.gz,1.1,0.08,49.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-589.txt.gz,1.1,0.08,60.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-59.txt.gz,1.1,0.08,64.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-590.txt.gz,1.1,0.08,60.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-591.txt.gz,1.1,0.08,64.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-592.txt.gz,1.1,0.08,49.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-593.txt.gz,1.1,0.08,44.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-594.txt.gz,1.1,0.08,53.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-595.txt.gz,1.1,0.08,63.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-596.txt.gz,1.1,0.08,51.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-597.txt.gz,1.1,0.08,56.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-598.txt.gz,1.1,0.08,49.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-599.txt.gz,1.1,0.08,59.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-6.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-60.txt.gz,1.1,0.08,67.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-600.txt.gz,1.1,0.08,41.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-601.txt.gz,1.1,0.08,58.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-602.txt.gz,1.1,0.08,48.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-603.txt.gz,1.1,0.08,58.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-604.txt.gz,1.1,0.08,54.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-605.txt.gz,1.1,0.08,54.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-606.txt.gz,1.1,0.08,68.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-607.txt.gz,1.1,0.08,47.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-608.txt.gz,1.1,0.08,44.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-609.txt.gz,1.1,0.08,47.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-61.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-610.txt.gz,1.1,0.08,43.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-611.txt.gz,1.1,0.08,51.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-612.txt.gz,1.1,0.08,42.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-613.txt.gz,1.1,0.08,68.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-614.txt.gz,1.1,0.08,52.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-615.txt.gz,1.1,0.08,43.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-616.txt.gz,1.1,0.08,42.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-617.txt.gz,1.1,0.08,55.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-618.txt.gz,1.1,0.08,59.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-619.txt.gz,1.1,0.08,55.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-62.txt.gz,1.1,0.08,61.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-620.txt.gz,1.1,0.08,69.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-621.txt.gz,1.1,0.08,55.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-622.txt.gz,1.1,0.08,58.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-623.txt.gz,1.1,0.08,66.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-624.txt.gz,1.1,0.08,66.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-625.txt.gz,1.1,0.08,66.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-626.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-627.txt.gz,1.1,0.08,60.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-628.txt.gz,1.1,0.08,58.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-629.txt.gz,1.1,0.08,51.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-63.txt.gz,1.1,0.08,68.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-630.txt.gz,1.1,0.08,33.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-631.txt.gz,1.1,0.08,66.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-632.txt.gz,1.1,0.08,41.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-633.txt.gz,1.1,0.08,61.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-634.txt.gz,1.1,0.08,70.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-635.txt.gz,1.1,0.08,51.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-636.txt.gz,1.1,0.08,68.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-637.txt.gz,1.1,0.08,61.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-638.txt.gz,1.1,0.08,48.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-639.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-64.txt.gz,1.1,0.08,45.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-640.txt.gz,1.1,0.08,66.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-641.txt.gz,1.1,0.08,61.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-642.txt.gz,1.1,0.08,55.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-643.txt.gz,1.1,0.08,42.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-644.txt.gz,1.1,0.08,58.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-645.txt.gz,1.1,0.08,46.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-646.txt.gz,1.1,0.08,44.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-647.txt.gz,1.1,0.08,41.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-648.txt.gz,1.1,0.08,49.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-649.txt.gz,1.1,0.08,64.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-65.txt.gz,1.1,0.08,48.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-650.txt.gz,1.1,0.08,60.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-651.txt.gz,1.1,0.08,54.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-652.txt.gz,1.1,0.08,44.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-653.txt.gz,1.1,0.08,40.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-654.txt.gz,1.1,0.08,53.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-655.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-656.txt.gz,1.1,0.08,51.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-657.txt.gz,1.1,0.08,52.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-658.txt.gz,1.1,0.08,52.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-659.txt.gz,1.1,0.08,40.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-66.txt.gz,1.1,0.08,60.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-660.txt.gz,1.1,0.08,53.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-661.txt.gz,1.1,0.08,43.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-662.txt.gz,1.1,0.08,51.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-663.txt.gz,1.1,0.08,59.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-664.txt.gz,1.1,0.08,58.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-665.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-666.txt.gz,1.1,0.08,46.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-667.txt.gz,1.1,0.08,49.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-668.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-669.txt.gz,1.1,0.08,49.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-67.txt.gz,1.1,0.08,48.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-670.txt.gz,1.1,0.08,52.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-671.txt.gz,1.1,0.08,36.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-672.txt.gz,1.1,0.08,65.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-673.txt.gz,1.1,0.08,52.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-674.txt.gz,1.1,0.08,65.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-675.txt.gz,1.1,0.08,51.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-676.txt.gz,1.1,0.08,52.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-677.txt.gz,1.1,0.08,59.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-678.txt.gz,1.1,0.08,59.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-679.txt.gz,1.1,0.08,46.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-68.txt.gz,1.1,0.08,64.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-680.txt.gz,1.1,0.08,57.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-681.txt.gz,1.1,0.08,64.0
SRRW-MARCELO-L=130-N=186741-phi=0.08-alpha=1.1-bmax=20-r=0.49-ru=10/config-682.txt.gz,1.1,0.08,71.0
