config_name,alpha,phi,n_domains
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-619.txt.gz,1.1,0.16,74.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-62.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-620.txt.gz,1.1,0.16,75.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-621.txt.gz,1.1,0.16,69.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-622.txt.gz,1.1,0.16,48.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-623.txt.gz,1.1,0.16,55.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-624.txt.gz,1.1,0.16,82.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-625.txt.gz,1.1,0.16,60.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-626.txt.gz,1.1,0.16,64.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-627.txt.gz,1.1,0.16,53.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-628.txt.gz,1.1,0.16,85.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-629.txt.gz,1.1,0.16,68.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-63.txt.gz,1.1,0.16,74.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-630.txt.gz,1.1,0.16,73.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-631.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-632.txt.gz,1.1,0.16,73.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-633.txt.gz,1.1,0.16,54.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-634.txt.gz,1.1,0.16,55.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-635.txt.gz,1.1,0.16,76.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-636.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-637.txt.gz,1.1,0.16,66.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-638.txt.gz,1.1,0.16,68.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-639.txt.gz,1.1,0.16,62.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-64.txt.gz,1.1,0.16,79.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-640.txt.gz,1.1,0.16,79.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-641.txt.gz,1.1,0.16,81.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-642.txt.gz,1.1,0.16,78.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-643.txt.gz,1.1,0.16,66.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-644.txt.gz,1.1,0.16,67.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-645.txt.gz,1.1,0.16,79.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-646.txt.gz,1.1,0.16,64.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-647.txt.gz,1.1,0.16,80.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-648.txt.gz,1.1,0.16,69.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-649.txt.gz,1.1,0.16,64.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-65.txt.gz,1.1,0.16,80.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-650.txt.gz,1.1,0.16,84.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-651.txt.gz,1.1,0.16,71.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-652.txt.gz,1.1,0.16,62.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-653.txt.gz,1.1,0.16,71.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-654.txt.gz,1.1,0.16,60.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-655.txt.gz,1.1,0.16,62.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-656.txt.gz,1.1,0.16,79.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-657.txt.gz,1.1,0.16,64.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-658.txt.gz,1.1,0.16,68.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-659.txt.gz,1.1,0.16,78.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-66.txt.gz,1.1,0.16,76.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-660.txt.gz,1.1,0.16,69.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-661.txt.gz,1.1,0.16,72.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-662.txt.gz,1.1,0.16,61.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-663.txt.gz,1.1,0.16,81.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-664.txt.gz,1.1,0.16,68.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-665.txt.gz,1.1,0.16,75.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-666.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-667.txt.gz,1.1,0.16,81.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-668.txt.gz,1.1,0.16,75.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-669.txt.gz,1.1,0.16,57.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-67.txt.gz,1.1,0.16,66.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-670.txt.gz,1.1,0.16,55.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-671.txt.gz,1.1,0.16,69.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-672.txt.gz,1.1,0.16,62.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-673.txt.gz,1.1,0.16,82.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-674.txt.gz,1.1,0.16,68.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-675.txt.gz,1.1,0.16,74.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-676.txt.gz,1.1,0.16,62.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-677.txt.gz,1.1,0.16,57.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-678.txt.gz,1.1,0.16,59.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-679.txt.gz,1.1,0.16,68.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-68.txt.gz,1.1,0.16,69.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-680.txt.gz,1.1,0.16,72.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-681.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-682.txt.gz,1.1,0.16,61.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-683.txt.gz,1.1,0.16,79.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-684.txt.gz,1.1,0.16,52.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-685.txt.gz,1.1,0.16,75.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-686.txt.gz,1.1,0.16,78.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-687.txt.gz,1.1,0.16,76.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-688.txt.gz,1.1,0.16,74.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-689.txt.gz,1.1,0.16,64.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-69.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-690.txt.gz,1.1,0.16,66.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-691.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-692.txt.gz,1.1,0.16,82.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-693.txt.gz,1.1,0.16,61.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-694.txt.gz,1.1,0.16,80.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-695.txt.gz,1.1,0.16,72.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-696.txt.gz,1.1,0.16,61.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-697.txt.gz,1.1,0.16,76.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-698.txt.gz,1.1,0.16,72.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-699.txt.gz,1.1,0.16,88.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-7.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-70.txt.gz,1.1,0.16,67.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-700.txt.gz,1.1,0.16,72.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-701.txt.gz,1.1,0.16,60.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-702.txt.gz,1.1,0.16,74.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-703.txt.gz,1.1,0.16,75.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-704.txt.gz,1.1,0.16,76.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-705.txt.gz,1.1,0.16,88.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-706.txt.gz,1.1,0.16,78.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-707.txt.gz,1.1,0.16,59.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-708.txt.gz,1.1,0.16,66.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-709.txt.gz,1.1,0.16,76.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-71.txt.gz,1.1,0.16,53.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-710.txt.gz,1.1,0.16,68.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-711.txt.gz,1.1,0.16,73.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-712.txt.gz,1.1,0.16,79.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-713.txt.gz,1.1,0.16,78.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-714.txt.gz,1.1,0.16,72.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-715.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-716.txt.gz,1.1,0.16,68.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-717.txt.gz,1.1,0.16,74.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-718.txt.gz,1.1,0.16,85.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-719.txt.gz,1.1,0.16,64.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-72.txt.gz,1.1,0.16,90.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-720.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-721.txt.gz,1.1,0.16,84.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-722.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-723.txt.gz,1.1,0.16,66.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-724.txt.gz,1.1,0.16,64.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-725.txt.gz,1.1,0.16,81.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-726.txt.gz,1.1,0.16,62.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-727.txt.gz,1.1,0.16,52.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-728.txt.gz,1.1,0.16,88.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-729.txt.gz,1.1,0.16,72.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-73.txt.gz,1.1,0.16,77.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-730.txt.gz,1.1,0.16,60.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-731.txt.gz,1.1,0.16,67.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-732.txt.gz,1.1,0.16,75.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-733.txt.gz,1.1,0.16,75.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-734.txt.gz,1.1,0.16,58.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-735.txt.gz,1.1,0.16,62.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-736.txt.gz,1.1,0.16,66.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-737.txt.gz,1.1,0.16,79.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-738.txt.gz,1.1,0.16,60.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-739.txt.gz,1.1,0.16,75.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-74.txt.gz,1.1,0.16,73.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-740.txt.gz,1.1,0.16,55.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-741.txt.gz,1.1,0.16,66.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-742.txt.gz,1.1,0.16,74.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-743.txt.gz,1.1,0.16,79.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-744.txt.gz,1.1,0.16,79.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-745.txt.gz,1.1,0.16,69.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-746.txt.gz,1.1,0.16,69.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-747.txt.gz,1.1,0.16,67.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-748.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-749.txt.gz,1.1,0.16,83.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-75.txt.gz,1.1,0.16,66.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-750.txt.gz,1.1,0.16,56.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-751.txt.gz,1.1,0.16,75.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-752.txt.gz,1.1,0.16,69.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-753.txt.gz,1.1,0.16,74.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-754.txt.gz,1.1,0.16,75.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-755.txt.gz,1.1,0.16,81.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-756.txt.gz,1.1,0.16,80.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-757.txt.gz,1.1,0.16,85.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-758.txt.gz,1.1,0.16,80.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-759.txt.gz,1.1,0.16,87.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-76.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-760.txt.gz,1.1,0.16,67.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-761.txt.gz,1.1,0.16,65.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-762.txt.gz,1.1,0.16,67.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-763.txt.gz,1.1,0.16,59.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-764.txt.gz,1.1,0.16,65.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-765.txt.gz,1.1,0.16,64.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-766.txt.gz,1.1,0.16,64.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-767.txt.gz,1.1,0.16,63.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-768.txt.gz,1.1,0.16,85.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-769.txt.gz,1.1,0.16,72.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-77.txt.gz,1.1,0.16,49.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-770.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-771.txt.gz,1.1,0.16,65.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-772.txt.gz,1.1,0.16,59.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-773.txt.gz,1.1,0.16,66.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-774.txt.gz,1.1,0.16,97.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-775.txt.gz,1.1,0.16,85.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-776.txt.gz,1.1,0.16,65.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-777.txt.gz,1.1,0.16,60.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-778.txt.gz,1.1,0.16,73.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-779.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-78.txt.gz,1.1,0.16,55.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-780.txt.gz,1.1,0.16,78.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-781.txt.gz,1.1,0.16,76.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-782.txt.gz,1.1,0.16,76.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-783.txt.gz,1.1,0.16,76.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-784.txt.gz,1.1,0.16,67.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-785.txt.gz,1.1,0.16,65.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-786.txt.gz,1.1,0.16,70.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-787.txt.gz,1.1,0.16,66.0
SRRW-MARCELO-L=130-N=373483-phi=0.16-alpha=1.1-bmax=20-r=0.49-ru=10/config-788.txt.gz,1.1,0.16,68.0
