"id","frame","x [nm]","y [nm]","sigmax [nm]","sigmay [nm]","intensity [photon]","offset [photon]","uncertainty [nm]","centroid [nm]","bgstd","z [nm]","z uncertainty","ydif","centroid2","fwhm0","fwhm1"
94411.0,13499.0,11032.866958432189,13352.453967791398,143.75,143.75,3435.2,329.91,8.7839,693.02,0.0,13.0,80.07,0.0077253,695.06,325.59,346.42
94421.0,13502.0,10172.867444849357,11981.485127953178,409.15,409.15,9914.4,271.87,22.166,695.03,0.0,-270.0,202.54,0.066101,696.9,603.95,412.99
94438.0,13506.0,8017.268045984161,8073.526627300649,150.6,150.6,1321.1,241.25,16.562,699.1,0.0,93.0,150.87,1.777,700.57,412.31,505.83
94455.0,13510.0,8186.868592989134,13659.568072372216,192.4,192.4,1269.8,272.55,33.599,697.73,0.0,-17.0,306.39,2.2665,699.24,567.02,572.24
94464.0,13512.0,14289.868846215459,18529.588774571475,143.72,143.72,589.86,283.86,31.624,696.4,0.0,-140.0,288.57,-0.4256,699.04,563.9,460.68
94465.0,13513.0,5937.268967763523,6416.399120589939,181.56,181.56,3255.5,170.29,11.456,695.26,0.0,-201.0,104.77,1.6147,696.34,455.95,340.09
94476.0,13516.0,12687.869312160836,12524.63013833083,256.2,256.2,3046.8,253.56,24.739,701.78,0.0,-129.0,225.78,0.70576,704.13,668.76,555.85
94480.0,13517.0,8583.669420214734,12243.640470809118,167.37,167.37,1149.5,228.3,24.97,700.72,0.0,-20.0,227.7,-0.16414,702.3,518.49,520.02
94507.0,13523.0,12148.869997792308,10315.702394667036,372.89,372.89,4237.5,75.92,34.227,701.07,0.0,-122.0,312.27,0.018949,703.31,811.49,682.22
94521.0,13525.0,7034.070163394405,13282.723008921224,117.83,117.83,920.08,278.88,14.67,696.07,0.0,110.0,133.59,1.2562,697.36,472.77,597.26
94547.0,13530.0,12545.870518589341,12800.77448548889,256.96,256.96,3955.1,262.49,18.125,699.1,0.0,112.0,165.09,0.12177,701.41,445.87,565.68
94573.0,13533.0,8078.670691424281,11574.80533095974,134.45,134.45,1284.2,250.53,14.08,694.5,0.0,-133.0,128.6,0.19273,695.99,400.08,330.42
94611.0,13539.0,13280.870946601524,18162.866930951237,79.959,79.959,346.49,284.31,19.586,698.16,0.0,-105.0,178.75,2.534,700.62,467.61,404.53
94617.0,13541.0,4516.471004881008,10735.887437358373,170.83,170.83,3560.7,261.94,10.194,700.93,0.0,61.0,92.848,0.016159,701.75,353.37,410.17
94632.0,13544.0,12849.871067225336,18684.918171751724,172.11,172.11,992.86,277.79,31.322,696.46,0.0,-437.0,286.29,-2.1152,698.83,671.61,402.15
94637.0,13545.0,11106.871081324642,13028.928409828262,203.85,203.85,2028.5,4.7585,22.946,696.4,0.0,117.0,209.04,-0.74273,698.45,442.86,565.98
94662.0,13551.0,10990.87109583691,12977.98976777379,165.22,165.22,1743.3,308.59,19.205,701.11,0.0,139.0,174.89,0.87511,703.14,399.09,529.48
94663.0,13551.0,11269.87109583691,14674.98976777379,131.35,131.35,690.5,294.57,25.312,693.61,0.0,-166.0,231.06,-0.10486,695.69,638.66,500.92
94668.0,13553.0,7210.671074002857,15942.010193580256,248.68,248.68,2223.8,199.41,30.036,701.29,0.0,8.0,273.85,-0.35429,702.62,527.2,555.65
94674.0,13554.0,11347.871058089995,14959.020401454416,542.06,542.06,13585.0,283.36,26.815,702.16,0.0,275.0,244.06,-2.2759,704.25,351.8,567.79
94690.0,13557.0,9852.470990381598,9832.651004970783,297.66,297.66,7079.2,174.17,22.457,698.86,0.0,-272.0,205.2,-0.03018,700.68,617.02,420.93
94693.0,13557.0,12108.870990381598,13411.051004970783,215.6,215.6,3530.4,258.59,18.78,693.17,0.0,113.0,171.05,-0.47533,695.4,394.25,500.49
94694.0,13557.0,11299.870990381598,14660.051004970783,143.48,143.48,1329.8,325.97,21.43,693.79,0.0,-29.0,195.44,0.6879,695.87,444.93,438.8
94696.0,13558.0,9858.17096115928,9896.361199443687,380.75,380.75,10562.0,291.87,18.049,701.1,0.0,-219.0,164.92,0.035107,702.92,501.0,364.83
94702.0,13560.0,9964.170892742122,9885.781578345757,177.67,177.67,1488.1,289.06,24.478,700.02,0.0,-182.0,223.47,-0.41753,701.85,421.23,322.82
94714.0,13563.0,11182.87076520198,14746.11212160221,224.28,224.28,1450.1,300.13,32.375,695.56,0.0,-269.0,295.62,-0.62705,697.62,717.02,490.78
94726.0,13566.0,11853.87060779158,13972.142634763011,181.24,181.24,1106.5,243.18,34.732,698.11,0.0,233.0,316.31,1.2346,700.29,523.11,799.93
94731.0,13567.0,7580.670548688868,13112.152799132644,202.63,202.63,1148.7,260.21,34.709,701.0,0.0,158.0,316.22,0.70253,702.39,437.54,597.94
94768.0,13574.0,11203.870042229397,14663.223856231463,118.03,118.03,1036.6,306.34,14.889,697.33,0.0,568.0,134.86,-0.062167,699.39,277.96,555.78
94770.0,13575.0,8830.869956642919,15972.233993900232,246.09,246.09,2422.9,272.63,24.294,698.21,0.0,-42.0,221.58,0.16251,699.83,505.21,487.54
94774.0,13576.0,11216.869867751038,14635.244128235203,118.13,118.13,622.6,290.86,28.552,693.32,0.0,-46.0,260.41,-0.12908,695.39,727.05,696.05
94778.0,13577.0,6356.069775554881,10290.254259237225,169.13,169.13,4208.6,272.53,9.493,696.15,0.0,-84.0,86.691,0.075253,697.32,531.34,476.44
94782.0,13577.0,11245.869775554882,14662.254259237225,127.82,127.82,1105.2,296.76,14.21,695.14,0.0,-80.0,129.69,-0.05263,697.21,463.31,417.75
94785.0,13578.0,6380.8696800555745,8125.864386907145,124.12,124.12,617.81,260.74,21.925,702.44,0.0,115.0,199.73,-0.027958,703.61,433.55,552.8
94786.0,13578.0,5399.469680055575,8724.664386907143,243.55,243.55,3487.8,271.35,17.438,702.33,0.0,-145.0,159.23,2.9792,703.32,651.81,528.49
94789.0,13578.0,11409.869680055575,13247.264386907143,156.26,156.26,1473.0,313.38,18.147,695.99,0.0,-300.0,165.94,-0.4763,698.09,562.39,372.6
94790.0,13578.0,11268.869680055575,14636.264386907143,120.08,120.08,968.82,288.02,14.596,695.71,0.0,401.0,132.45,-0.84293,697.79,363.21,665.1
94806.0,13580.0,11850.869479152017,14030.284632254066,114.53,114.53,631.57,300.44,20.767,700.91,0.0,64.0,189.25,-1.4068,703.1,339.1,395.19
94825.0,13585.0,13072.868919166838,10923.33518736888,153.13,153.13,1193.8,209.5,20.737,693.3,0.0,237.0,188.7,-0.09715,695.71,410.27,630.2
94829.0,13586.0,8800.968797282878,16118.34528841248,283.81,283.81,2424.6,268.59,35.093,698.98,0.0,-139.0,320.2,-1.0228,700.6,619.58,507.12
94831.0,13587.0,11230.868672105904,14687.355386131596,131.02,131.02,1004.6,288.88,23.904,694.3,0.0,-54.0,218.04,-0.11832,696.38,453.1,428.16
94843.0,13591.0,7856.968138490398,13024.395743780233,89.54,89.54,484.06,269.3,17.124,700.35,0.0,-186.0,156.43,0.38272,701.8,581.79,443.21
94852.0,13593.0,9415.267851953844,7451.015902679704,435.8,435.8,11409.0,195.66,18.787,698.84,0.0,-141.0,171.52,-0.26903,700.57,580.23,473.27
94865.0,13594.0,12626.86770375731,13422.42597715119,362.51,362.51,7165.9,254.36,20.714,701.36,0.0,83.0,188.74,-1.1851,703.69,284.29,342.61
94882.0,13596.0,1014.8573975133606,17582.446116141913,211.34,211.34,1671.0,85.421,23.328,693.65,0.0,-308.0,213.19,0.55717,693.82,439.23,288.58
94889.0,13598.0,11258.867078142406,14685.466241868598,116.92,116.92,871.78,276.19,16.797,701.81,0.0,256.0,152.75,0.12655,703.88,371.67,585.65
94899.0,13601.0,5161.56657449255,10353.496405603397,132.45,132.45,1177.9,272.36,14.854,699.55,0.0,-286.0,135.9,-0.30813,700.49,576.75,387.64
94901.0,13601.0,12875.866574492551,17806.496405603397,146.68,146.68,2166.4,247.67,10.758,697.54,0.0,-33.0,98.141,0.3961,699.92,466.75,457.03
94910.0,13603.0,11233.866222343506,7773.416498199652,126.42,126.42,568.54,203.91,28.426,693.52,0.0,81.0,259.05,-0.53997,695.6,504.26,606.12
94931.0,13607.0,11989.865478768019,8786.056643678006,183.2,183.2,1782.7,199.54,17.301,697.93,0.0,-65.0,157.86,-0.3111,700.14,433.08,401.3
94941.0,13609.0,11150.865087359598,7737.376696573656,148.25,148.25,1178.4,198.65,21.391,695.69,0.0,-284.0,195.49,0.33703,697.74,521.49,351.2
94958.0,13610.0,7742.56488675416,11374.586718063561,340.64,340.64,5590.6,269.39,22.88,695.93,0.0,-176.0,208.9,2.2584,697.35,477.46,369.1
94973.0,13612.0,10093.864475746463,12094.606751131778,222.88,222.88,1587.6,281.07,35.286,694.19,0.0,-99.0,321.89,-1.4474,696.06,396.38,345.97
94984.0,13614.0,8843.36405168384,7657.426770990173,152.79,152.79,837.3,111.12,26.603,697.53,0.0,179.0,242.28,-0.027239,699.16,460.74,650.87
94994.0,13615.0,5940.06383475975,12971.636775967809,141.86,141.86,1632.1,267.27,13.701,700.5,0.0,60.0,124.83,0.057633,701.59,386.65,447.89
95002.0,13617.0,3018.7633911316375,12101.656776024183,327.7,327.7,5156.6,240.95,17.583,693.62,0.0,-94.0,160.47,-0.78409,694.16,563.39,496.64
95003.0,13617.0,5888.563391131637,12965.656776024183,147.29,147.29,1183.5,231.72,19.446,699.51,0.0,214.0,176.97,-0.57149,700.59,448.82,667.96
95006.0,13619.0,5092.4629344711275,8335.076762887682,373.18,373.18,9729.7,284.06,19.03,701.44,0.0,-101.0,173.67,-1.4191,702.37,459.81,400.36
95009.0,13619.0,5929.562934471127,12957.676762887682,139.15,139.15,1635.8,274.76,15.396,699.69,0.0,5.0,140.37,0.21429,700.78,405.17,424.81
95019.0,13621.0,5901.1624647872295,12950.69673656508,185.05,185.05,2305.9,275.14,13.882,696.63,0.0,4.0,126.57,-0.38393,697.71,416.39,436.38
95021.0,13622.0,11309.862225064328,8059.606718461109,885.54,885.54,54332.0,110.26,15.212,694.0,0.0,-56.0,138.79,-1.0783,696.09,5367.9,5047.9
95057.0,13629.0,5138.860455997964,8005.4764995492,621.0,621.0,28833.0,180.48,16.731,694.84,0.0,-89.0,152.7,-0.89415,695.78,645.39,573.09
95062.0,13630.0,5796.660190286851,7829.386455117077,217.32,217.32,2447.2,8.0284,20.913,694.61,0.0,96.0,190.53,1.9024,695.67,501.91,618.68
95063.0,13630.0,4383.36019028685,9283.086455117074,250.2,250.2,2289.0,195.71,25.612,698.22,0.0,172.0,233.26,-0.63869,699.02,423.77,592.53
95067.0,13630.0,5896.460190286851,12937.786455117075,148.26,148.26,1893.5,245.55,12.318,698.34,0.0,415.0,111.65,0.54424,699.42,321.12,594.41
95072.0,13631.0,14287.85992133228,18530.796407397742,108.39,108.39,443.48,244.56,28.531,701.91,0.0,-27.0,260.19,0.037677,704.55,578.31,572.56
95079.0,13633.0,11378.859373697267,10848.81630210085,712.84,712.84,50014.0,285.31,13.998,698.41,0.0,-126.0,127.83,1.5177,700.51,555.0,463.3
95089.0,13636.0,11416.85852794697,10767.846119522628,337.06,337.06,5015.3,292.25,23.903,697.11,0.0,-32.0,217.99,1.6046,699.22,452.04,443.64
95090.0,13636.0,5895.858527946972,12952.846119522628,129.32,129.32,1081.1,272.29,13.957,700.53,0.0,-37.0,127.32,0.17011,701.61,537.81,523.23
95094.0,13637.0,5920.058239555304,12958.85605209784,143.72,143.72,1457.6,281.83,14.948,696.77,0.0,-173.0,136.57,-0.14701,697.85,447.29,347.42
95101.0,13639.0,5649.757653066371,7768.075907405282,181.62,181.62,942.87,240.99,35.082,693.2,0.0,-35.0,319.93,-1.8908,694.23,629.75,614.46
95119.0,13641.0,12522.857053644153,13634.895749594387,308.46,308.46,4481.0,31.516,23.798,693.09,0.0,49.0,216.91,-0.69988,695.41,498.42,566.18
95121.0,13642.0,4510.556749085877,9221.405665771683,983.66,983.66,103970.0,229.92,10.104,694.85,0.0,120.0,91.935,0.53487,695.67,452.43,581.13
95131.0,13643.0,5881.556441297656,12960.915578671935,193.29,193.29,2276.1,271.66,17.039,697.73,0.0,-185.0,155.66,0.32417,698.81,489.63,373.44
95136.0,13644.0,8939.956130280621,12565.925488295994,365.54,365.54,5162.0,267.63,24.767,698.14,0.0,-157.0,226.07,0.39166,699.78,626.8,498.95
95139.0,13645.0,7194.755816035895,6094.1353946447025,152.52,152.52,1642.9,238.39,15.674,698.68,0.0,139.0,142.69,2.063,700.01,433.38,574.55
95140.0,13645.0,11294.855816035895,8813.835394644702,147.5,147.5,819.61,239.54,24.198,696.06,0.0,192.0,220.33,-0.16855,698.14,251.22,362.16
95141.0,13645.0,10282.855816035895,9459.435394644703,139.7,139.7,979.3,16.626,22.71,700.91,0.0,1.0,207.06,1.8618,702.81,537.73,559.64
95149.0,13646.0,5946.955498564605,12901.94529771891,161.14,161.14,1744.1,250.81,12.932,694.29,0.0,-395.0,118.54,0.3163,695.38,467.96,286.8
95162.0,13649.0,10267.854526802612,9562.674987302998,156.63,156.63,1133.1,254.51,24.902,694.16,0.0,-12.0,227.07,-0.12627,696.05,599.58,610.0
95164.0,13649.0,12666.854526802612,10948.974987302998,207.78,207.78,1359.0,234.86,30.01,702.09,0.0,-125.0,273.83,-1.3327,704.43,601.0,503.21
95170.0,13649.0,13156.854526802612,17592.974987302998,188.7,188.7,2506.4,289.69,17.645,695.77,0.0,-89.0,161.03,-0.047649,698.2,422.8,375.36
95172.0,13650.0,10202.854196436328,9454.184877287671,113.18,113.18,513.96,91.327,21.688,699.79,0.0,538.0,196.9,4.0441,701.67,400.99,793.51
95175.0,13650.0,13177.854196436328,17602.984877287672,165.92,165.92,1678.5,286.4,15.355,699.05,0.0,85.0,139.87,-0.0044374,701.48,392.82,475.05
95180.0,13651.0,5881.3538628491115,12919.994764002078,162.95,162.95,1853.4,261.96,16.447,694.88,0.0,-155.0,150.21,-0.2896,695.95,450.28,359.47
95187.0,13652.0,7967.953526042087,13007.004647447067,112.11,112.11,818.69,264.92,16.581,701.68,0.0,196.0,150.87,-0.22762,703.14,360.1,521.98
95191.0,13653.0,10260.853186016384,9461.414527623487,107.9,107.9,836.01,105.3,17.128,694.86,0.0,250.0,155.78,3.2929,696.76,470.36,735.56
95195.0,13653.0,5872.053186016384,12884.014527623487,201.98,201.98,2250.6,276.47,17.69,695.94,0.0,-29.0,161.34,-0.016486,697.02,531.88,525.41
95196.0,13653.0,7938.553186016384,13035.014527623487,149.58,149.58,674.93,267.92,31.313,695.55,0.0,-150.0,285.75,4.0272E-4,697.01,457.82,368.4
95203.0,13654.0,10098.852842773125,9613.924404532178,308.06,308.06,3313.3,214.84,30.945,699.75,0.0,86.0,282.01,0.81137,701.61,471.89,572.17
95207.0,13654.0,5918.9528427731275,12883.024404532178,150.42,150.42,1548.4,287.04,15.479,700.86,0.0,-160.0,141.39,0.38879,701.95,387.11,306.73
95211.0,13654.0,12012.852842773125,16352.024404532178,126.4,126.4,607.15,269.38,30.89,693.55,0.0,20.0,281.62,-0.37128,695.77,494.05,532.54
95229.0,13657.0,9883.151793749292,12218.054015660378,422.81,422.81,8233.4,296.43,20.605,702.38,0.0,-202.0,188.2,-1.8763,704.21,510.7,380.47
95232.0,13658.0,12090.851437647081,10385.063879506642,119.06,119.06,647.8,264.49,27.248,699.2,0.0,261.0,248.03,0.023873,701.43,558.65,885.77
95238.0,13659.0,8107.751078332947,12907.07374008942,389.89,389.89,7195.3,283.78,23.189,694.53,0.0,-48.0,211.51,1.0444,696.02,562.85,537.0
95266.0,13666.0,8729.148473294781,14950.1426728623,81.129,81.129,439.53,276.41,14.529,695.8,0.0,-168.0,132.74,-0.51968,697.41,556.9,435.77
95322.0,13679.0,11810.843219280954,14875.270267716664,132.7,132.7,643.54,286.06,27.452,700.72,0.0,-307.0,250.79,-0.16511,702.9,485.91,319.6
95333.0,13681.0,13575.84236308512,18014.28984896216,132.45,132.45,1505.4,289.88,12.198,702.61,0.0,44.0,111.15,-0.29348,705.12,438.26,493.16
95343.0,13683.0,8868.141494145211,10012.309417231625,129.16,129.16,1140.0,274.8,16.946,699.89,0.0,124.0,154.32,-0.067817,701.52,423.79,548.05
95380.0,13688.0,10457.839266099249,16112.358281179646,277.13,277.13,3958.9,245.99,25.473,700.2,0.0,-101.0,232.42,1.4126,702.13,529.7,461.51
95389.0,13689.0,11691.838810951143,15273.368044251629,261.28,261.28,2339.8,273.93,33.291,699.19,0.0,-151.0,303.79,-2.2584,701.35,756.67,607.85
95390.0,13689.0,10503.838810951143,16185.368044251629,309.11,309.11,5176.8,85.725,19.117,702.18,0.0,-128.0,174.52,-0.34922,704.12,554.87,462.05
95403.0,13691.0,11808.83789112504,14492.387560684756,138.68,138.68,615.78,265.92,33.21,694.51,0.0,-211.0,303.14,2.6636,696.69,1023.6,752.94
95408.0,13692.0,11780.837426449292,15085.397314047592,248.32,248.32,2110.2,275.71,30.18,693.46,0.0,45.0,275.1,-2.5755,695.63,588.39,663.1
95414.0,13693.0,8415.536958599912,10000.207064175738,258.79,258.79,4266.1,269.54,20.423,695.65,0.0,23.0,186.18,0.30023,697.2,433.19,469.73
95422.0,13694.0,8361.93648757803,9996.916811070043,182.61,182.61,2694.5,236.98,14.51,696.72,0.0,-19.0,132.33,-0.37867,698.26,404.06,406.06
95429.0,13694.0,13549.83648757803,18054.416811070038,131.95,131.95,1825.0,251.36,11.026,696.78,0.0,-64.0,100.64,0.2905,699.28,495.5,459.29
95434.0,13695.0,13495.83601338477,18085.42655473135,173.41,173.41,1827.7,284.23,18.823,696.46,0.0,-9.0,171.65,0.24318,698.96,526.36,538.34
95435.0,13696.0,3693.1355360212588,8204.536295160515,345.01,345.01,9788.4,0.10001,19.373,693.45,0.0,294.0,176.17,0.17321,694.12,434.74,718.02
95439.0,13696.0,11650.835536021259,13027.436295160514,496.19,496.19,14389.0,297.9,20.926,698.99,0.0,-108.0,190.97,0.70508,701.14,800.44,689.15
95443.0,13696.0,13582.835536021259,17999.436295160514,158.71,158.71,1715.1,274.17,16.049,699.03,0.0,32.0,146.28,0.091797,701.54,432.81,476.72
95454.0,13698.0,10929.83457178799,13823.455766325786,343.96,343.96,3769.9,301.7,34.008,700.92,0.0,-151.0,310.32,-0.95868,702.93,436.65,350.5
95465.0,13700.0,9221.233594887231,11975.475224572629,155.05,155.05,729.85,251.98,32.46,695.11,0.0,-229.0,296.33,-0.59212,696.81,764.98,549.39
95466.0,13700.0,11112.833594887232,13784.475224572629,209.53,209.53,2910.4,279.58,17.406,693.15,0.0,160.0,158.45,-0.055163,695.2,329.15,451.53
95468.0,13701.0,7470.433101689359,6775.184948853758,190.34,190.34,1140.3,225.32,26.455,695.91,0.0,-159.0,241.47,0.71982,697.28,415.47,329.7
95475.0,13702.0,10555.832605327992,8189.394669907823,102.95,102.95,803.44,264.15,14.999,701.11,0.0,149.0,136.52,0.40509,703.06,394.4,531.65
95500.0,13707.0,8429.030076108183,7513.7432268018165,327.66,327.66,3482.2,249.32,24.824,700.28,0.0,-138.0,226.57,2.0184,701.84,765.48,627.54
95504.0,13707.0,3746.830076108184,14669.543226801818,178.7,178.7,1010.4,247.86,31.669,701.5,0.0,-440.0,289.46,-0.39514,702.18,651.0,389.27
95532.0,13711.0,11820.827995904334,12946.58201431624,148.95,148.95,1071.3,296.25,23.13,702.35,0.0,278.0,210.46,1.3528,704.53,344.58,557.98
95542.0,13713.0,10950.82693688452,12792.601388758494,455.28,455.28,8106.3,152.96,32.197,695.18,0.0,-131.0,293.78,0.32122,697.2,529.67,438.88
95575.0,13718.0,9992.62423423007,16177.6497685832,263.19,263.19,3908.6,292.33,21.087,696.24,0.0,-210.0,192.61,-0.14552,698.08,476.29,350.87
95590.0,13721.0,7894.522574896229,9270.378757919267,221.31,221.31,1684.4,273.05,31.378,693.26,0.0,-113.0,286.29,0.63758,694.72,464.94,396.65
95591.0,13721.0,7682.62257489623,11479.678757919266,131.66,131.66,2130.4,260.78,9.0438,693.97,0.0,136.0,82.244,0.17659,695.38,334.77,441.94
95593.0,13721.0,11297.822574896229,14692.678757919266,158.16,158.16,1223.0,276.51,25.217,697.73,0.0,-107.0,230.1,0.62695,699.81,751.95,648.46
95599.0,13722.0,11820.82201550151,12970.688414609911,147.22,147.22,1036.5,261.2,21.547,694.03,0.0,107.0,196.3,-0.050747,696.22,460.54,578.51
95606.0,13723.0,10736.821452966948,13258.69806809128,499.58,499.58,14524.0,278.97,18.582,701.4,0.0,-194.0,169.74,-0.5969,703.39,713.89,537.43
95616.0,13725.0,8895.720318482809,12759.717365429575,181.16,181.16,1768.4,269.84,18.342,695.68,0.0,61.0,167.15,0.45608,697.32,366.1,424.71
95634.0,13728.0,8187.518593235937,9768.14628738862,177.32,177.32,1228.4,270.19,27.54,696.3,0.0,507.0,250.3,-0.26287,697.8,293.86,574.19
95635.0,13728.0,9666.918593235938,10340.74628738862,260.16,260.16,2191.0,282.9,34.283,702.28,0.0,-14.0,312.61,1.0147,704.06,454.21,460.82
95656.0,13732.0,9563.616249048851,7990.484805145909,876.15,876.15,104090.0,259.43,8.5721,698.42,0.0,-101.0,78.321,-0.87771,700.18,455.28,396.52
95657.0,13732.0,9835.416249048852,12017.78480514591,711.3,711.3,50191.0,279.52,10.157,695.93,0.0,-162.0,92.873,-0.39041,697.74,562.2,443.97
95658.0,13732.0,11656.816249048852,13004.78480514591,208.04,208.04,1705.6,0.1,30.346,694.44,0.0,283.0,276.24,0.93614,696.59,395.73,644.99
95674.0,13734.0,3264.715058179327,8966.004044816333,169.27,169.27,1513.1,195.92,15.925,695.62,0.0,95.0,145.05,-0.18908,696.21,370.69,456.59
95685.0,13736.0,3269.013854804496,8990.923271690304,274.22,274.22,2680.8,162.38,27.188,698.68,0.0,89.0,247.76,-0.74275,699.27,556.41,678.28
95686.0,13736.0,7742.813854804497,9805.623271690303,138.76,138.76,1386.4,263.58,13.145,699.97,0.0,18.0,119.83,-0.0044506,701.39,379.42,407.19
95689.0,13737.0,7762.813248430406,9810.532880330742,156.55,156.55,2602.8,285.27,11.126,697.18,0.0,-67.0,101.56,-0.067408,698.61,357.48,329.72
95691.0,13737.0,9987.413248430406,16310.832880330741,208.78,208.78,2458.8,293.05,22.724,694.78,0.0,-69.0,207.3,-0.47782,696.62,466.13,428.61
95694.0,13738.0,7740.112638933369,9786.542485774606,127.76,127.76,2036.7,269.29,8.0076,701.19,0.0,41.0,72.947,0.14428,702.62,355.6,398.39
95696.0,13738.0,7653.212638933369,11454.842485774605,147.87,147.87,1132.8,266.85,20.421,700.53,0.0,-31.0,186.25,0.5593,701.93,271.34,266.79
95697.0,13738.0,7658.312638933369,12798.842485774605,169.47,169.47,1453.9,249.95,23.173,697.57,0.0,31.0,211.24,0.64845,698.98,424.89,467.12
95699.0,13739.0,7734.712026314509,9779.652088022749,148.23,148.23,1983.3,266.84,11.602,695.56,0.0,21.0,105.76,0.065947,696.98,308.65,333.46
95701.0,13739.0,7732.312026314509,12924.85208802275,232.12,232.12,2210.4,257.99,28.184,700.23,0.0,-352.0,257.54,-0.49084,701.65,402.7,254.54
95710.0,13741.0,7628.61079171583,12788.871282935252,117.91,117.91,674.8,266.2,20.879,695.16,0.0,185.0,190.08,-0.61815,696.56,308.03,439.18
95716.0,13742.0,7597.610169738263,12789.880875601306,145.04,145.04,1197.4,264.24,18.419,696.98,0.0,-180.0,168.23,0.068636,698.38,448.42,344.48
95721.0,13743.0,7727.509544643379,9791.790465075024,131.97,131.97,1595.6,259.64,9.5225,699.53,0.0,423.0,86.151,-0.76834,700.95,298.9,556.32
95736.0,13746.0,7746.4076506660895,9791.01921435064,150.27,150.27,2075.8,227.41,10.483,695.57,0.0,-255.0,95.989,-0.69581,696.99,409.63,284.89
95743.0,13747.0,4970.907013113202,10069.728791063486,171.17,171.17,1024.6,254.28,27.612,694.01,0.0,159.0,251.51,-0.2215,694.91,327.95,449.34
95748.0,13748.0,7751.406372448629,9798.538364588236,129.01,129.01,1612.1,223.67,10.525,698.39,0.0,-14.0,95.991,-0.58645,699.82,334.89,339.62
95750.0,13748.0,11901.80637244863,11304.938364588235,183.36,183.36,1086.7,276.1,28.812,697.07,0.0,67.0,262.6,-0.24984,699.27,470.76,551.53
95756.0,13749.0,7728.505728673496,9826.847934925729,149.28,149.28,2248.8,247.95,10.019,698.24,0.0,27.0,91.308,-0.3105,699.66,308.13,336.08
95763.0,13750.0,7731.5050817889305,9795.257502076818,137.71,137.71,1595.5,253.8,11.868,698.23,0.0,19.0,108.18,-0.65662,699.65,334.62,360.36
95765.0,13750.0,5424.20508178893,11617.957502076819,137.66,137.66,632.44,274.11,23.416,699.63,0.0,298.0,213.03,1.0713,700.62,373.43,619.25
95768.0,13751.0,5034.6044317960595,10082.067066042351,128.08,128.08,1260.0,236.33,16.18,694.8,0.0,13.0,147.51,-0.19893,695.72,438.36,466.93
95772.0,13752.0,9469.603778696008,8140.47662682317,1186.1,1186.1,214870.0,0.56875,7.1186,699.89,0.0,-46.0,64.98,0.57457,701.63,797.02,763.76
95773.0,13752.0,7717.903778696007,9806.07662682317,131.45,131.45,1136.1,239.47,15.415,698.62,0.0,50.0,140.47,-1.0268,700.04,331.89,377.53
95777.0,13753.0,9407.003122489901,8013.186184420124,582.45,582.45,19385.0,279.09,18.422,697.97,0.0,-223.0,168.32,-1.1398,699.7,501.93,363.26
95778.0,13753.0,7729.303122489901,9790.786184420122,142.85,142.85,1815.9,254.72,9.5601,693.17,0.0,9.0,87.154,0.1311,694.59,305.81,323.22
95779.0,13753.0,7741.803122489901,11570.986184420122,188.46,188.46,1700.1,261.96,23.083,696.44,0.0,-456.0,211.2,0.61188,697.87,524.51,311.38
95783.0,13754.0,7709.402463178867,9793.19573883406,136.42,136.42,1758.4,255.95,10.426,700.95,0.0,-109.0,95.237,0.0021425,702.36,339.64,291.71
95786.0,13754.0,9878.302463178867,15443.995738834059,163.52,163.52,2419.6,310.77,11.396,696.91,0.0,-58.0,104.0,-0.3742,698.73,421.17,395.12
95792.0,13755.0,11572.801800764031,15640.005290065828,227.63,227.63,2051.3,282.99,26.347,696.41,0.0,142.0,240.01,-0.52741,698.55,479.84,639.84
95805.0,13758.0,12432.799794907978,12118.033924676574,252.47,252.47,3724.9,265.86,20.472,693.73,0.0,47.0,186.59,-0.13407,696.03,532.03,602.12
95813.0,13760.0,12694.79844217225,13382.052998521749,167.56,167.56,2706.1,250.58,10.82,699.2,0.0,-34.0,98.714,0.15882,701.55,407.36,398.2
95816.0,13761.0,2727.997761158257,11473.062530678284,916.06,916.06,123750.0,208.61,6.7503,694.98,0.0,-284.0,62.002,-0.85424,695.47,794.97,535.12
95817.0,13761.0,12644.797761158256,13369.062530678284,202.88,202.88,3478.6,265.32,14.564,696.03,0.0,50.0,132.71,-0.1262,698.36,369.35,420.21
95818.0,13761.0,10702.797761158256,16117.062530678284,165.43,165.43,1084.3,287.81,26.005,702.02,0.0,75.0,236.99,-0.71865,703.99,477.59,567.79
95821.0,13762.0,12701.797077048344,13388.072059658574,172.82,172.82,2806.0,141.96,13.482,693.29,0.0,-22.0,122.97,-0.61127,695.64,450.16,449.75
95822.0,13762.0,10699.797077048344,16115.072059658574,238.57,238.57,2589.5,233.35,23.387,700.86,0.0,20.0,213.21,-0.36798,702.83,538.5,580.88
95826.0,13763.0,10745.796389843645,16092.081585463471,256.77,256.77,2525.8,292.89,31.145,697.57,0.0,33.0,283.92,0.40442,699.55,587.52,648.87
95832.0,13765.0,12712.79500615437,13371.100627550473,145.83,145.83,1267.9,279.75,27.892,695.15,0.0,-117.0,254.51,-0.2866,697.5,520.62,441.25
95833.0,13766.0,4006.094309672051,8314.21014383427,293.48,293.48,4179.8,204.87,21.07,696.81,0.0,85.0,191.98,0.25997,697.54,433.64,524.71
