"id","frame","x [nm]","y [nm]","sigmax [nm]","sigmay [nm]","intensity [photon]","offset [photon]","uncertainty [nm]","centroid [nm]","bgstd","z [nm]","z uncertainty","ydif","centroid2","fwhm0","fwhm1"
14159.0,1461.0,8658.20567097803,12112.587934467552,669.96,669.96,42725.0,489.41,14.927,695.47,0.0,62.0,136.01,0.72848,697.08,527.46,613.48
14168.0,1462.0,5725.9078992038185,12569.583106231607,471.61,471.61,13392.0,523.87,28.898,694.05,0.0,-101.0,263.65,-0.47786,695.12,548.55,477.74
14169.0,1462.0,10775.807899203817,13080.583106231607,260.35,260.35,3892.8,579.94,29.735,696.79,0.0,-59.0,271.22,0.47805,698.79,458.16,429.02
14180.0,1463.0,5624.210127429606,11814.578277995659,181.42,181.42,1779.8,465.86,32.816,695.48,0.0,134.0,299.0,-1.2991,696.53,737.44,969.81
14231.0,1469.0,3560.0234967843285,5630.049308579978,129.27,129.27,1222.2,284.93,12.209,693.6,0.0,4.0,111.31,-0.063702,694.26,326.41,341.58
14243.0,1470.0,6971.425725010116,7204.944480344031,524.46,524.46,20349.0,509.78,20.477,701.5,0.0,-101.0,186.87,2.745,702.79,692.37,603.1
14251.0,1470.0,6825.025725010116,16946.544480344033,341.26,341.26,13145.0,351.83,15.234,698.0,0.0,-15.0,138.93,-1.6894,699.26,431.48,436.92
14257.0,1471.0,10839.827953235903,13215.539652108084,271.67,271.67,5165.3,589.35,24.566,702.3,0.0,-185.0,224.28,0.038809,704.32,532.95,406.7
14264.0,1472.0,10723.830181461692,9276.734823872139,130.29,130.29,992.15,533.3,28.436,694.74,0.0,-48.0,259.36,-0.31428,696.74,605.76,578.13
14271.0,1473.0,10687.832409687477,7706.02999563619,413.6,413.6,18939.0,357.1,18.312,694.75,0.0,-115.0,167.15,0.41935,696.74,535.88,455.49
14277.0,1474.0,6760.934637913265,6308.625167400243,385.37,385.37,18039.0,0.28817,11.634,698.99,0.0,-358.0,106.65,1.804,700.25,600.62,377.8
14282.0,1474.0,12644.834637913264,13390.525167400245,266.72,266.72,5060.5,402.09,23.597,697.33,0.0,-417.0,215.82,-0.58978,699.68,810.51,490.25
14293.0,1475.0,3490.3368661390523,10971.520339164297,155.74,155.74,1520.8,518.11,23.875,699.12,0.0,-257.0,218.1,-1.3764,699.77,568.12,394.18
14300.0,1476.0,12442.83909436484,9935.21551092835,532.1,532.1,22727.0,441.18,18.169,698.14,0.0,-217.0,166.01,0.60185,700.45,689.88,503.31
14316.0,1477.0,9148.141322590625,15070.510682692404,403.8,403.8,14402.0,578.02,19.676,697.74,0.0,-327.0,179.93,-0.058843,699.45,697.81,450.56
14317.0,1477.0,11000.841322590626,15218.510682692404,164.68,164.68,1921.3,585.42,22.739,702.58,0.0,26.0,207.29,-0.32896,704.62,419.89,457.62
14332.0,1479.0,9183.345779042202,15112.50102622051,304.05,304.05,9788.0,228.81,17.32,694.28,0.0,67.0,157.81,-0.99203,695.99,394.64,462.79
14348.0,1480.0,11337.848007267989,15156.496197984561,561.66,561.66,33185.0,452.05,14.232,699.5,0.0,401.0,129.13,-0.31989,701.6,484.45,887.34
14349.0,1480.0,9870.948007267989,16481.49619798456,505.86,505.86,25894.0,357.2,14.21,695.33,0.0,33.0,129.51,0.027225,697.16,585.61,645.95
14351.0,1481.0,7000.550235493776,7288.791369748616,399.94,399.94,13707.0,518.52,16.008,698.86,0.0,185.0,145.66,0.89007,700.16,613.85,875.08
14368.0,1482.0,11785.852463719564,17340.48654151267,538.21,538.21,23951.0,466.79,18.125,699.55,0.0,-49.0,165.34,-0.63805,701.74,557.94,531.8
14372.0,1483.0,9193.854691945351,9468.381713276722,319.63,319.63,9003.1,545.76,18.096,693.03,0.0,-19.0,165.03,-1.2385,694.74,439.02,441.04
14382.0,1484.0,11830.856920171138,17202.476885040775,399.88,399.88,11345.0,466.23,20.657,694.91,0.0,-523.0,189.18,0.57826,697.11,772.34,449.05
14395.0,1487.0,11081.863604848499,13439.462400332934,166.15,166.15,2688.0,533.69,19.571,702.48,0.0,73.0,178.33,-0.95094,704.54,518.45,613.97
14398.0,1487.0,12805.863604848499,18864.46240033293,142.63,142.63,1172.0,533.32,30.617,694.41,0.0,-72.0,279.28,-3.4591,696.8,716.45,655.63
14413.0,1489.0,5894.268061300073,15519.45274386104,140.28,140.28,1250.8,446.16,21.092,696.69,0.0,50.0,192.24,-1.7362,697.78,471.44,536.7
14414.0,1490.0,4573.17028952586,6854.347915625092,647.74,647.74,62228.0,156.06,9.6451,698.61,0.0,-203.0,88.268,0.21621,699.46,574.12,427.02
14417.0,1490.0,11773.870289525861,10461.447915625093,596.11,596.11,41347.0,110.74,11.171,695.83,0.0,-77.0,101.98,-0.49044,698.02,556.53,504.35
14424.0,1490.0,7937.470289525861,16658.44791562509,230.41,230.41,2067.3,447.17,32.282,694.83,0.0,-16.0,294.37,-0.042595,696.31,566.5,572.6
14431.0,1491.0,6055.672517751648,16328.443087389145,312.81,312.81,7799.6,463.96,16.773,700.1,0.0,-557.0,153.82,-0.1044,701.22,675.08,390.16
14432.0,1492.0,4508.474745977436,6844.5382591532,391.18,391.18,15140.0,190.62,13.714,701.57,0.0,242.0,124.66,0.92979,702.41,515.33,797.13
14437.0,1492.0,5362.174745977436,10810.4382591532,213.03,213.03,2296.5,513.43,30.302,696.95,0.0,-184.0,276.59,2.8218,697.95,778.34,594.35
14440.0,1492.0,7412.474745977436,13094.4382591532,174.14,174.14,1570.3,520.85,26.353,697.49,0.0,-303.0,240.77,0.11059,698.87,571.31,377.21
14442.0,1493.0,13558.876974203224,3778.633430917252,168.92,168.92,1218.4,276.61,25.32,699.96,0.0,-456.0,231.59,0.312,702.48,648.42,384.95
14446.0,1493.0,10535.876974203224,9725.533430917252,138.55,138.55,1087.9,589.3,24.663,699.96,0.0,408.0,224.23,1.494,701.92,312.89,575.86
14451.0,1493.0,11472.876974203224,13114.433430917252,137.3,137.3,937.29,531.34,33.681,702.47,0.0,-108.0,307.27,-0.040055,704.61,389.87,335.57
14454.0,1493.0,5791.876974203223,15527.433430917252,165.33,165.33,2473.2,464.95,16.3,700.67,0.0,-148.0,148.86,-0.8744,701.75,540.91,436.04
14460.0,1494.0,11416.879202429012,11062.428602681306,152.71,152.71,1142.7,560.19,28.346,695.57,0.0,72.0,258.34,0.16955,697.69,364.86,431.33
14465.0,1494.0,11242.879202429012,13166.428602681306,291.07,291.07,4542.1,539.41,33.468,701.29,0.0,31.0,305.11,-0.44658,703.38,446.74,491.53
14466.0,1494.0,11408.879202429012,14023.428602681306,197.61,197.61,3994.9,552.02,20.781,698.63,0.0,160.0,189.22,0.032754,700.75,391.59,537.58
14467.0,1494.0,12370.879202429012,18263.428602681302,233.64,233.64,4325.0,510.28,16.719,697.74,0.0,220.0,152.09,0.25111,700.04,427.16,641.64
14468.0,1495.0,13638.881430654797,3966.423774445358,377.08,377.08,5366.8,261.53,29.268,694.98,0.0,-463.0,267.61,-1.3451,697.52,746.26,441.76
14482.0,1496.0,10103.883658880584,15877.418946209411,276.37,276.37,3414.9,346.72,36.882,700.01,0.0,-207.0,336.62,-1.05,701.89,516.59,382.25
14505.0,1499.0,7324.690343557947,12143.40446150157,246.76,246.76,4151.9,495.02,20.995,701.1,0.0,9.0,191.42,0.89415,702.46,388.96,411.11
14510.0,1500.0,6191.692571783735,8037.299633265623,283.22,283.22,6612.0,464.62,18.451,701.22,0.0,160.0,167.98,0.076209,702.37,461.66,633.03
14517.0,1500.0,12061.892571783732,11416.399633265624,320.79,320.79,7238.9,504.0,26.409,696.18,0.0,-177.0,241.08,-0.80213,698.43,715.88,552.92
14519.0,1500.0,10170.892571783732,15741.399633265624,282.06,282.06,5062.0,548.13,22.922,697.08,0.0,-353.0,209.56,-0.7348,698.98,813.93,513.84
14521.0,1501.0,6163.59480000952,8090.994805029677,162.8,162.8,2543.1,499.33,16.503,700.05,0.0,101.0,150.31,-0.71614,701.2,396.38,493.39
14549.0,1503.0,12634.899256461094,13362.385148557782,194.59,194.59,1871.4,492.56,30.751,700.42,0.0,73.0,280.27,0.21912,702.77,410.01,485.99
14552.0,1504.0,10486.901484686883,7680.380320321836,783.63,783.63,79582.0,3.3917,11.982,701.32,0.0,-66.0,109.36,-0.10974,703.27,4246.2,3926.1
14553.0,1504.0,6184.601484686882,8054.480320321836,269.05,269.05,8244.1,485.73,15.552,702.66,0.0,140.0,141.58,0.1113,703.81,382.65,508.7
14560.0,1504.0,12754.901484686883,13410.380320321838,357.24,357.24,9772.7,507.09,19.512,693.51,0.0,-177.0,178.19,0.97004,695.88,657.22,507.0
14569.0,1505.0,11177.90371291267,14039.375492085888,130.57,130.57,1251.3,542.69,24.2,700.61,0.0,-42.0,220.72,0.15441,702.69,672.99,648.92
14583.0,1507.0,8887.808169364245,9681.865835613995,265.53,265.53,7982.6,556.63,19.462,700.24,0.0,-196.0,177.76,0.30698,701.9,434.73,326.6
14588.0,1507.0,11250.908169364246,15298.365835613995,194.92,194.92,1920.3,534.01,30.185,695.6,0.0,311.0,274.73,-0.90719,697.69,392.67,660.71
14591.0,1508.0,7530.410397590032,7516.161007378048,955.57,955.57,240170.0,316.31,5.9894,693.68,0.0,-114.0,54.793,2.7461,695.08,772.89,658.59
14596.0,1508.0,10304.910397590033,12128.361007378047,841.01,841.01,89694.0,104.29,11.617,694.89,0.0,-88.0,106.07,-2.6177,696.8,1042.6,927.44
14597.0,1508.0,10837.910397590033,13184.361007378047,288.53,288.53,5361.8,526.34,30.016,702.42,0.0,274.0,273.25,-0.70217,704.44,276.7,446.26
14615.0,1510.0,3212.8148540416064,14516.351350906154,678.0,678.0,77196.0,379.79,9.5218,700.65,0.0,-8.0,86.832,-3.072,701.25,510.96,523.73
14619.0,1511.0,7206.917082267394,7727.646522670208,258.8,258.8,7366.0,499.61,14.812,697.74,0.0,101.0,134.89,1.5842,699.08,527.24,656.09
14626.0,1511.0,11097.917082267393,13129.346522670206,247.52,247.52,5414.5,622.65,22.735,697.26,0.0,-178.0,207.58,-0.45294,699.32,456.07,351.35
14628.0,1511.0,10367.917082267393,15729.346522670206,431.46,431.46,12807.0,1.3061,20.384,693.79,0.0,184.0,185.56,-2.1336,695.72,589.35,838.9
14634.0,1512.0,7085.919310493181,7649.64169443426,152.91,152.91,2856.1,515.04,15.082,700.77,0.0,14.0,137.5,2.5412,702.09,594.7,634.36
14640.0,1512.0,8958.51931049318,12621.34169443426,166.22,166.22,1046.2,540.55,40.475,698.31,0.0,-50.0,369.13,-2.4223,699.98,641.69,609.8
14656.0,1513.0,11201.921538718967,13114.336866198313,154.54,154.54,2082.8,560.24,22.877,701.58,0.0,-314.0,209.09,-0.21089,703.66,627.89,410.16
14676.0,1515.0,9374.825995170542,9574.12720972642,297.94,297.94,6649.2,555.37,24.647,693.77,0.0,-150.0,224.97,0.34548,695.51,521.94,419.38
14698.0,1517.0,12258.930451622118,14050.317553254527,272.36,272.36,4974.5,482.54,27.27,698.54,0.0,-98.0,248.8,0.06081,700.82,492.93,431.54
14705.0,1518.0,10632.932679847905,13112.312725018579,200.33,200.33,4809.7,523.65,15.872,701.0,0.0,98.0,144.56,-1.8853,702.98,496.51,614.09
14737.0,1521.0,9332.339364525267,7837.298240310738,320.28,320.28,4089.6,411.79,37.408,697.92,0.0,284.0,340.63,1.4431,699.66,530.05,864.92
14741.0,1521.0,10683.939364525268,9827.698240310738,167.53,167.53,3219.4,94.295,17.183,699.0,0.0,1.0,156.67,0.66371,700.99,438.03,455.9
14749.0,1522.0,9053.641592751055,15104.29341207479,258.0,258.0,7395.9,559.42,17.802,695.1,0.0,-46.0,162.39,-0.78056,696.78,521.74,499.79
14755.0,1523.0,11022.943820976841,12950.288583838845,332.18,332.18,5866.2,581.22,26.512,701.21,0.0,244.0,241.35,-0.45265,703.26,523.33,812.02
14759.0,1523.0,9152.843820976841,16999.288583838847,430.35,430.35,16358.0,6.0549,17.216,696.87,0.0,-191.0,157.28,-1.017,698.57,626.49,473.88
14761.0,1524.0,4443.546049202629,10674.283755602897,178.18,178.18,3371.2,537.44,14.14,697.22,0.0,194.0,128.62,0.25301,698.05,505.64,730.77
14768.0,1524.0,9085.246049202628,16904.283755602897,197.62,197.62,2240.6,402.38,28.33,694.99,0.0,85.0,258.18,-0.99878,696.68,433.59,524.29
14774.0,1525.0,9015.548277428414,16924.278927366948,135.44,135.44,1076.6,20.181,22.362,700.46,0.0,-6.0,203.91,-0.24824,702.14,449.43,462.31
14786.0,1527.0,9003.55273387999,9983.769270895058,228.83,228.83,9152.2,484.57,12.138,697.89,0.0,93.0,110.52,-0.093268,699.56,382.85,469.78
14787.0,1527.0,10953.952733879989,10196.269270895058,146.39,146.39,1197.8,549.43,27.74,700.61,0.0,211.0,252.6,-0.35316,702.65,508.03,752.62
14809.0,1529.0,9944.557190331563,12119.259614423163,179.27,179.27,2616.4,585.77,17.948,696.2,0.0,40.0,163.58,-1.5611,698.05,557.82,623.38
14834.0,1531.0,12255.961646783138,11527.249957951268,149.78,149.78,1680.9,59.313,18.512,700.43,0.0,24.0,168.75,1.9067,702.71,367.72,399.57
14872.0,1535.0,10017.970559686286,12253.230645007481,135.74,135.74,1073.5,498.61,25.349,702.0,0.0,-69.0,231.24,-2.6771,703.87,346.07,318.3
14873.0,1535.0,12113.970559686286,13980.230645007481,202.82,202.82,6593.4,509.66,13.765,696.14,0.0,-65.0,125.61,-0.027702,698.4,391.45,362.67
14876.0,1536.0,10909.972787912075,8713.825816771534,206.76,206.76,2633.4,437.38,23.31,695.13,0.0,259.0,212.13,0.5015,697.16,566.53,896.53
14887.0,1537.0,5846.775016137863,8068.620988535587,461.55,461.55,13404.0,531.29,18.43,699.72,0.0,-73.0,168.16,3.142,700.81,628.42,574.07
14889.0,1537.0,12332.975016137862,9964.520988535587,302.28,302.28,6357.2,0.47705,23.193,701.56,0.0,70.0,211.36,0.47716,703.85,330.91,390.29
14899.0,1538.0,8989.577244363649,16967.216160299642,193.73,193.73,4705.8,435.85,14.048,700.83,0.0,-320.0,128.6,-1.2003,702.5,492.7,319.98
14900.0,1538.0,12549.977244363648,17404.216160299642,143.4,143.4,2383.8,492.17,12.79,694.99,0.0,-15.0,116.64,-0.039027,697.33,411.6,416.66
14937.0,1543.0,4629.088385492587,7944.492019119905,449.01,449.01,19372.0,338.78,16.137,700.91,0.0,294.0,146.66,-0.16432,701.77,446.44,736.97
14938.0,1543.0,9083.488385492587,8425.792019119905,159.37,159.37,977.2,56.917,32.397,697.28,0.0,135.0,295.18,-3.9182,698.97,550.65,725.12
14942.0,1543.0,11319.988385492587,13011.192019119904,549.92,549.92,31609.0,566.17,14.324,700.95,0.0,-50.0,130.68,1.3378,703.05,765.68,728.56
14953.0,1544.0,12452.990613718373,9747.487190883958,470.8,470.8,34386.0,169.2,11.196,696.56,0.0,138.0,101.86,0.67156,698.88,834.51,1105.4
14956.0,1544.0,11306.990613718373,12996.187190883958,762.05,762.05,72196.0,567.89,10.718,699.62,0.0,-313.0,98.223,1.3034,701.72,729.4,476.84
14958.0,1544.0,9093.190613718374,16184.187190883958,173.76,173.76,1596.8,478.81,26.48,694.52,0.0,-118.0,241.63,-4.0105,696.22,702.23,594.67
14961.0,1545.0,11364.99284194416,12914.18236264801,292.53,292.53,4680.9,550.65,27.704,701.67,0.0,25.0,252.56,0.4388,703.79,635.85,691.8
14976.0,1547.0,5745.197298395735,6853.172706176118,279.41,279.41,7812.0,258.98,16.362,695.31,0.0,122.0,148.99,0.71938,696.38,599.04,772.15
14980.0,1547.0,3469.1972983957344,9942.672706176118,224.52,224.52,4794.6,30.617,16.22,697.02,0.0,-209.0,148.22,0.54147,697.67,524.5,386.98
14983.0,1547.0,11244.997298395734,12887.172706176118,619.3,619.3,32561.0,518.87,17.145,695.04,0.0,108.0,156.15,0.5912,697.13,572.78,721.46
14990.0,1548.0,11949.999526621521,15377.167877940172,388.28,388.28,7321.2,63.647,29.289,694.58,0.0,-274.0,267.49,-2.4135,696.81,997.68,678.89
14997.0,1549.0,5870.301754847309,10894.163049704222,182.67,182.67,3876.9,525.18,13.891,698.92,0.0,-43.0,126.73,-0.41627,700.01,394.81,379.91
15005.0,1549.0,9099.50175484731,17015.163049704224,526.8,526.8,23186.0,493.31,18.996,696.35,0.0,-304.0,173.69,-2.7782,698.04,669.04,441.4
15008.0,1550.0,10507.003983073097,11168.158221468278,240.6,240.6,8302.6,531.04,11.847,697.06,0.0,-1.0,108.02,0.27383,699.01,493.84,512.26
15010.0,1550.0,10876.003983073097,13294.158221468278,935.74,935.74,214560.0,563.85,6.5339,701.33,0.0,-58.0,59.668,-0.24437,703.35,573.31,537.41
15011.0,1550.0,11729.003983073097,14177.158221468278,205.85,205.85,2454.3,544.93,23.174,700.36,0.0,90.0,211.15,3.4296,702.54,598.1,730.57
15014.0,1551.0,4740.806211298884,7857.253393232331,309.32,309.32,6545.9,445.98,21.904,700.44,0.0,-223.0,200.07,-0.42102,701.32,475.07,343.8
15025.0,1552.0,12438.008439524672,9734.248564996384,467.25,467.25,27937.0,75.88,11.708,695.4,0.0,191.0,106.45,0.71825,697.71,693.46,997.39
15034.0,1553.0,4835.110667750459,7820.043736760436,269.56,269.56,3412.3,6.5092,27.325,696.28,0.0,-212.0,249.49,0.80544,697.18,604.16,443.77
15044.0,1554.0,12468.012895976246,9695.938908524487,456.51,456.51,21041.0,319.38,15.849,701.22,0.0,428.0,143.82,0.54765,703.54,517.99,967.3
15045.0,1554.0,3547.6128959762455,9984.438908524487,723.22,723.22,83944.0,64.018,8.4082,695.41,0.0,6.0,76.656,0.063192,696.07,613.7,645.34
15053.0,1555.0,11709.015124202035,8385.034080288542,381.36,381.36,9844.7,328.66,20.902,694.57,0.0,-2.0,190.59,3.3735,696.75,1022.9,1060.5
15089.0,1557.0,11179.019580653607,18347.124423816647,89.736,89.736,489.64,357.07,23.908,693.78,0.0,-58.0,218.08,1.1346,695.86,547.78,513.41
15104.0,1559.0,10176.024037105182,16561.114767344756,275.34,275.34,5977.4,2.5843,19.473,695.04,0.0,315.0,177.05,-1.6375,696.93,689.7,1165.8
15117.0,1561.0,5781.428493556757,6871.005110872861,558.27,558.27,49210.0,61.528,10.66,693.25,0.0,-157.0,97.447,0.12117,694.33,727.34,578.15
15118.0,1561.0,7631.528493556757,7831.105110872862,1036.6,1036.6,331330.0,500.92,5.0967,694.25,0.0,139.0,46.25,-1.4804,695.67,448.76,594.98
15146.0,1563.0,3052.1329500083307,11600.095454400967,189.24,189.24,3224.3,48.58,15.64,698.03,0.0,100.0,142.45,1.0723,698.6,535.27,664.41
15149.0,1564.0,5819.035178234118,6891.59062616502,327.26,327.26,13377.0,268.39,15.159,693.39,0.0,47.0,138.15,0.2646,694.48,521.54,590.01
15150.0,1564.0,9197.635178234117,7320.29062616502,154.83,154.83,1744.4,472.44,21.213,695.46,0.0,-79.0,193.55,2.9484,697.17,629.6,569.25
15178.0,1566.0,12447.039634685692,12980.080969693125,1179.8,1179.8,347470.0,222.71,6.4266,694.23,0.0,277.0,58.155,2.0112,696.55,330.63,535.24
15200.0,1569.0,11112.046319363055,9685.966484985285,566.3,566.3,52501.0,341.78,10.183,695.0,0.0,-138.0,93.071,0.43829,697.06,484.78,397.21
15218.0,1571.0,11164.05077581463,9589.556828513392,377.17,377.17,17239.0,489.57,13.759,698.08,0.0,-279.0,125.9,0.64132,700.16,514.26,348.12
15222.0,1571.0,10002.05077581463,11730.056828513392,334.21,334.21,7117.3,110.37,27.462,699.54,0.0,19.0,250.37,-0.66169,701.4,1031.6,1110.2
15223.0,1571.0,11113.05077581463,13073.056828513392,238.74,238.74,2860.8,535.66,29.703,701.82,0.0,135.0,270.62,-0.36167,703.89,522.1,687.68
15239.0,1573.0,9979.855232266202,11651.047172041497,282.98,282.98,4078.4,546.94,29.502,702.58,0.0,194.0,268.69,-0.31712,704.43,689.77,997.26
15247.0,1574.0,10509.057460491991,7735.542343805551,420.81,420.81,11640.0,0.52041,18.046,698.25,0.0,-43.0,164.61,1.3054,700.21,880.28,847.9
15259.0,1576.0,5785.561916943565,6918.032687333656,251.06,251.06,5409.8,328.77,17.099,693.62,0.0,65.0,155.8,0.66199,694.7,596.49,696.97
15269.0,1577.0,5803.064145169353,6872.727859097709,275.07,275.07,9145.3,444.83,14.377,694.13,0.0,-39.0,131.15,1.0724,695.21,602.61,584.55
15277.0,1578.0,5817.466373395139,6839.823030861763,240.43,240.43,6135.1,386.0,14.992,702.37,0.0,-111.0,136.87,0.3303,703.45,557.24,476.98
15279.0,1578.0,9092.16637339514,9145.123030861763,149.31,149.31,2396.8,534.55,12.792,697.18,0.0,-21.0,116.67,0.7501,698.87,566.83,567.09
15286.0,1579.0,8138.268601620926,9760.718202625816,154.2,154.2,4721.6,501.29,7.8504,698.28,0.0,11.0,71.562,4.5317E-4,699.79,359.84,381.44
15288.0,1579.0,10070.068601620927,11874.018202625815,140.12,140.12,814.11,579.33,40.144,694.53,0.0,-241.0,366.41,-0.06325,696.4,5879.9,4161.8
15290.0,1579.0,11093.068601620927,15189.018202625815,340.97,340.97,7767.4,577.85,20.465,699.73,0.0,-107.0,186.77,1.2455,701.8,484.36,417.66
15306.0,1581.0,12606.073058072503,17589.008546153924,433.78,433.78,18945.0,505.57,19.048,699.2,0.0,-126.0,173.88,-0.23852,701.55,683.98,571.3
15320.0,1583.0,9672.377514524076,11649.998889682029,606.0,606.0,32932.0,508.77,17.475,699.32,0.0,-229.0,159.7,0.017498,701.12,785.97,564.3
15324.0,1583.0,11358.077514524077,15297.998889682029,254.36,254.36,4069.5,564.38,25.684,694.93,0.0,-69.0,234.3,-0.20236,697.04,439.02,403.92
15331.0,1584.0,6641.879742749863,12985.994061446081,76.429,76.429,377.87,481.45,25.097,696.38,0.0,10.0,228.82,-0.15011,697.61,596.96,632.1
15332.0,1584.0,11821.079742749864,13061.994061446081,168.01,168.01,1532.0,546.01,24.571,697.82,0.0,-87.0,224.17,0.51269,700.02,349.21,311.55
15348.0,1586.0,7792.084199201438,14758.984404974188,357.41,357.41,7595.9,506.74,24.496,702.53,0.0,-55.0,223.44,0.26954,703.98,428.97,403.98
15359.0,1587.0,11826.086427427224,17515.97957673824,319.42,319.42,8323.8,226.49,21.843,699.56,0.0,126.0,198.96,1.7494,701.76,564.87,733.18
15364.0,1588.0,12727.088655653011,10884.974748502294,550.33,550.33,22549.0,328.6,18.028,699.17,0.0,61.0,164.28,-0.70479,701.54,485.76,563.94
15369.0,1589.0,4434.290883878799,8205.169920266346,303.78,303.78,3903.5,0.7257,31.234,701.58,0.0,47.0,284.72,0.73141,702.4,1103.5,1249.6
15379.0,1590.0,4975.093112104587,6925.6650920304,467.7,467.7,22935.0,129.71,14.435,693.11,0.0,123.0,131.42,0.38124,694.04,591.37,763.11
15383.0,1590.0,12604.093112104587,10840.965092030401,786.81,786.81,97284.0,352.46,9.1558,699.59,0.0,220.0,83.131,-0.64113,701.93,485.36,728.36
15400.0,1592.0,12697.09756855616,12267.955435558508,138.94,138.94,1993.4,356.76,14.078,693.31,0.0,242.0,127.98,-2.0295,695.67,387.69,599.83
15428.0,1595.0,7783.604253233522,16680.940950850665,210.62,210.62,3225.7,65.791,17.944,696.0,0.0,103.0,163.45,-1.2295,697.45,577.28,720.37
15434.0,1596.0,9538.10648145931,11898.936122614718,487.24,487.24,13425.0,301.31,29.405,701.49,0.0,-160.0,268.37,0.094984,703.26,519.59,411.62
15439.0,1597.0,9177.708709685097,7557.8312943787705,369.0,369.0,9151.2,436.35,23.031,694.81,0.0,-21.0,210.02,1.3177,696.52,676.16,677.25
15449.0,1598.0,11641.110937910884,14254.926466142824,279.71,279.71,5005.2,160.68,23.177,694.39,0.0,-83.0,211.46,3.5791,696.56,604.41,542.91
15460.0,1600.0,10760.11539436246,10212.91680967093,278.28,278.28,4182.6,498.97,30.157,695.23,0.0,100.0,274.81,0.86896,697.23,648.75,805.99
15465.0,1600.0,7688.315394362458,14975.91680967093,140.45,140.45,829.57,496.27,32.883,696.58,0.0,21.0,299.79,-0.45825,698.01,562.12,607.53
15473.0,1601.0,12074.117622588246,14774.911981434983,1264.5,1264.5,329500.0,457.19,7.3922,699.85,0.0,-71.0,67.515,-2.8132,702.09,821.57,752.95
15490.0,1603.0,7878.622079039821,16618.90232496309,443.72,443.72,22591.0,398.01,15.187,693.09,0.0,70.0,138.37,-0.19178,694.56,514.95,607.38
15503.0,1605.0,10786.126535491396,10415.892668491197,154.42,154.42,2205.6,547.81,17.876,693.77,0.0,-17.0,163.02,0.84871,695.78,576.47,581.63
15504.0,1605.0,9278.726535491396,11966.892668491197,163.77,163.77,1387.3,93.549,32.903,699.75,0.0,83.0,299.88,1.408,701.47,491.49,592.61
15516.0,1606.0,11723.128763717184,14569.88784025525,168.74,168.74,1545.7,429.13,26.599,700.48,0.0,-11.0,242.54,-0.79346,702.66,503.6,513.33
15518.0,1607.0,7165.930991942971,7461.483012019302,351.42,351.42,6399.9,498.66,26.277,695.82,0.0,-508.0,240.41,1.549,697.16,626.88,365.71
15524.0,1607.0,9326.130991942971,12058.883012019303,583.58,583.58,28433.0,496.98,20.033,694.77,0.0,42.0,182.59,0.61848,696.5,547.55,614.54
15543.0,1609.0,11777.135448394545,14549.873355547408,194.01,194.01,2983.7,425.88,18.667,697.49,0.0,124.0,170.01,0.32812,699.68,412.98,534.27
15544.0,1609.0,7809.135448394544,16660.873355547406,208.58,208.58,2571.3,0.28929,21.097,694.47,0.0,189.0,192.06,-1.7992,695.92,428.17,614.48
15553.0,1610.0,11692.137676620332,14560.86852731146,327.88,327.88,5659.6,5.209,23.124,698.01,0.0,-117.0,211.03,0.79102,700.19,705.4,598.26
15557.0,1611.0,9253.23990484612,7830.663699075514,137.2,137.2,968.39,489.18,31.016,698.58,0.0,45.0,282.73,0.84563,700.3,410.96,463.38
15573.0,1613.0,10562.144361297695,8071.454042603621,240.52,240.52,3368.7,21.226,27.108,696.7,0.0,-23.0,247.2,0.41581,698.66,485.92,484.46
15576.0,1613.0,9865.844361297695,10445.854042603622,124.69,124.69,748.86,532.39,31.733,694.44,0.0,-141.0,289.56,0.42791,696.27,449.21,366.57
15590.0,1615.0,3210.1488177492683,11446.844386131728,292.35,292.35,5830.8,461.08,22.766,701.58,0.0,374.0,206.98,1.6792,702.18,447.04,800.24
15608.0,1618.0,12615.155502426629,12433.829901423886,137.06,137.06,1075.9,332.46,22.167,693.51,0.0,191.0,201.81,0.59534,695.85,355.58,512.02
15609.0,1618.0,5764.75550242663,12606.829901423886,273.68,273.68,6031.2,501.42,17.437,702.52,0.0,-149.0,159.23,1.8757,703.59,544.86,438.62
15611.0,1618.0,11565.155502426629,14330.829901423886,519.13,519.13,23946.0,555.01,16.992,700.26,0.0,316.0,154.43,1.3277,702.41,260.61,440.76
15617.0,1619.0,12439.157730652418,12896.825073187938,189.34,189.34,2804.7,0.46002,20.847,695.48,0.0,245.0,189.69,-0.50803,697.8,399.66,620.97
15621.0,1620.0,11095.159958878205,9728.520244951993,125.23,125.23,644.81,368.17,41.844,696.96,0.0,-169.0,381.8,1.1488,699.03,481.01,375.69
15627.0,1620.0,11605.159958878205,14347.820244951992,500.24,500.24,24323.0,523.19,15.228,701.86,0.0,-218.0,139.2,0.45482,704.02,592.71,431.74
15636.0,1621.0,11604.16218710399,14424.815416716045,344.2,344.2,5442.3,2.8241,29.073,700.23,0.0,77.0,264.96,0.57617,702.39,532.27,634.95
15638.0,1621.0,7707.062187103992,16714.815416716043,154.27,154.27,1636.0,12.64,19.964,694.31,0.0,-238.0,182.41,-1.1043,695.75,319.36,226.81
15658.0,1624.0,4089.1688717813536,11818.800932008204,331.25,331.25,8068.5,441.8,22.343,693.68,0.0,10.0,203.7,-0.80151,694.45,520.03,550.17
